Map,Idx,NameSingle,NamePlural,Typ,Lvl,LvlRnd,Count,Adds,Flee%,Cast%,Drop%,XP,Gold
15,17,Hissing Guardian Medusa,Hissing Guardian Medusae,6,9,0,6,0,90,0,25,2787,800
15,18,Horrible Horned Heifer,Horrible Horned Heifers,3,8,1,6,0,110,0,25,3347,350
15,19,Vindictive Vampire Bat,Vindictive Vampire Bats,16,9,1,6,0,90,0,15,2629,51
15,20,Looming Leopard,Looming Leopards,1,10,1,6,0,70,0,33,2210,500
15,21,Nasty Neanderthal,Nasty Neanderthals,7,4,2,6,0,60,0,15,2491,500
15,22,Pungent Pig,Pungent Pigs,5,4,2,6,0,110,0,15,3011,300
15,23,Warring Spectre,Warring Spectres,11,5,1,6,0,90,0,15,2343,390
15,24,Brawny Bucolic Battler,Brawny Bucolic Battlers,24,9,1,4,1,90,30,20,5231,500
15,25,Brawny McUgly Basher,Brawny McUgly Bashers,25,11,0,1,1,111,99,15,5040,400
15,26,Smoking Scottish Battler,Smoking Scottish Battlers,23,11,0,4,1,130,35,10,5234,354
15,27,Brawny Bernician Battler,Brawny Bernician Battlers,22,11,0,3,1,120,20,20,6211,299
15,28,Studly Slyfoot Scout,Studly Slyfoot Scouts,33,10,0,3,0,120,45,15,4789,725
15,29,Horrible Guardian Medusa,Horrible Guardian Medusae,6,10,0,5,0,90,0,25,5432,1000
15,30,Belligerent Brawny Bull,Belligerent Brawny Bulls,3,10,0,3,1,110,0,25,5678,750
15,31,Virulent Vampire Bat,Virulent Vampire Bats,16,11,0,6,0,90,0,15,5220,155
15,32,Lethal Leopard,Lethal Leopards,1,12,0,6,0,70,0,33,4783,280
15,33,Noxious Neanderthal,Noxious Neanderthals,7,7,1,4,0,150,40,40,6787,500
15,34,Potent Pig,Potent Pigs,5,7,1,4,0,150,0,15,6212,300
15,35,Powerful Pig,Powerful Pigs,5,9,0,3,1,170,0,15,7612,300
15,36,Howling Spectre,Howling Spectres,11,7,0,6,0,90,0,15,5335,390
15,37,Bloodsucking Sorceror,Bloodsucking Sorcerors,12,8,0,5,0,120,99,33,6231,700
15,38,Belligerent Bellowing Banshee,Belligerent Bellowing Banshees,9,9,1,4,0,120,80,50,7447,900
15,39,Gray's Anatomy,Gray's Anatomies,8,9,1,6,0,0,69,70,5323,1200
16,0,Vicious Viking,Vicious Vikings,22,12,1,2,0,150,20,20,5334,368
16,1,Sylvan Swordswoman,Sylvan Swordswomen,24,12,1,2,0,180,20,15,5470,435
16,2,Sinister Scottish Battler,Sinister Scottish Battlers,23,11,0,3,0,100,29,15,2808,622
16,3,McUgly Murderer,McUgly Murderers,25,12,1,5,0,160,35,15,4829,400
16,4,Serious Sylvan Slayer,Serious Sylvan Slayers,31,12,1,3,0,110,40,15,5128,454
16,5,Cowardly Caber Challenger,Cowardly Caber Challengers,32,12,0,4,0,150,40,15,4047,477
16,6,Sneaky Slyfoot Slayer,Sneaky Slyfoot Slayers,33,11,1,2,0,110,20,30,6029,555
16,7,Spry Sylvan Saint,Spry Sylvan Saints,39,12,1,4,0,250,95,20,7002,454
16,8,Northlands Abbess,Northlands Abbesses,40,12,0,2,0,94,95,20,5291,365
16,9,Mighty McDinky Don,Mighty McDinky Dons,41,10,1,4,0,120,60,20,4747,427
16,10,Mean McMinimal Minister,Mean McMinimal Ministers,42,10,1,5,0,60,95,20,3202,522
16,11,Cunning Cur,Cunning Curs,13,8,0,3,0,60,0,20,2838,322
16,12,Sneaky Shough,Sneaky Shoughs,13,9,0,3,0,70,0,20,3547,467
16,13,Sinister Shough,Sinister Shoughs,13,10,0,3,0,70,0,20,4444,255
16,14,Water-rug,Water-rugs,13,11,0,3,0,70,0,25,5704,400
16,15,Haughty Harpy Sergeant,Haughty Harpy Sergeants,15,10,1,3,0,50,30,30,4590,699
16,16,Proud Harpy Princess,Proud Harpy Princesses,15,12,0,2,1,50,30,20,6000,888
16,17,Vengeful Vampire Bat,Vengeful Vampire Bats,16,11,1,4,0,50,0,20,3800,100
16,18,Medusa Priestess,Medusa Priestesses,6,11,1,4,0,50,60,20,4577,963
16,19,Savage Sirloin,Savage Sirloins,3,10,0,2,1,120,0,20,5300,676
16,20,Hungry Hog,Hungry Hogs,5,10,1,3,0,40,0,20,5808,358
16,21,Bag of Bones,Bags of Bones,8,9,1,3,0,80,90,20,5654,456
16,22,Mean Old Mummy,Mean Old Mummies,10,8,1,4,0,80,0,15,4354,397
16,23,Frightening Phantasm,Frightening Phantasms,9,10,1,3,1,60,75,20,5951,545
16,24,Preening Harpy Princess,Preening Harpy Princesses,15,13,0,1,1,120,30,25,8299,654
16,25,Wild Water-rug,Wild Water-rugs,13,12,0,1,1,190,0,25,7344,567
16,26,Violent Vampyre Bat,Violent Vampyre Bat,16,13,0,1,1,200,60,15,8345,898
16,27,Miserable Medusa Priestess,Miserable Medusa Priestesses,6,13,0,4,0,250,50,15,10256,1211
16,28,Bad Bull,Bad Bulls,3,11,0,2,1,50,0,20,9753,722
16,29,Bad Boar,Bad Boars,5,13,0,3,0,40,0,20,9876,612
16,30,Bad Bag of Bones,Bad Bags of Bones,8,11,0,3,1,80,30,25,7989,253
16,31,Napolean Boneyparts,Napolean Boneyparts,8,11,0,3,0,60,99,15,8755,300
16,32,Gruesome Grandmummy,Gruesome Grandmummies,10,10,0,3,1,60,99,20,7941,541
16,33,Unexplained Phenomenum,Unexplained Phenomena,9,12,0,2,1,40,80,15,7983,350
16,34,Slimy Shrieking Spook,Slimy Shrieking Spooks,9,13,0,2,1,40,99,15,9383,892
16,35,Violent Vampiric Vandal,Violent Vampiric Vandals,12,10,0,2,1,80,99,15,8933,787
16,36,Blasted Bloodsucking Sorceror,Blasted Bloodsucking Sorcerors,12,11,0,1,1,80,99,20,11223,988
16,37,Mighty McDinky Don,Mighty McDinky Dons,41,11,0,4,1,120,50,20,6210,667
16,38,Spry Sylvan Saint,Spry Sylvan Saints,39,13,0,4,1,250,95,20,6788,454
16,39,Sinister Slyfoot Slayer,Sinister Slyfoot Slayers,33,13,0,2,1,110,30,30,12232,1311
17,0,Bitty Scottish Baron,Bitty Scottish Barons,26,9,0,8,0,80,40,20,3117,177
17,1,Burly Scottish Baron,Burly Scottish Barons,26,10,0,7,0,80,75,20,3688,234
17,2,Brawny Scottish Baron,Brawny Scottish Barons,26,11,0,6,0,80,40,20,4400,274
17,3,Brave McDoughty Baron,Brave McDoughty Barons,28,11,1,7,1,90,40,25,3838,247
17,4,Daring McDoughty Duke,Daring McDoughty Dukes,28,13,0,4,0,120,95,25,5668,429
17,5,Murderous McDinky Marauder,Murderous McDinky Marauders,37,11,0,3,1,60,5,25,5611,462
17,6,Dangerous McDinky Marauder,Dangerous McDinky Marauders,37,9,1,4,1,60,5,25,4921,454
17,7,Feeble McDoughty Felon,Feeble McDoughty Felons,35,11,1,6,1,60,50,99,3716,187
17,8,Frantic McDoughty Felon,Frantic McDoughty Felons,35,13,0,4,1,60,50,99,4333,161
17,9,Melancholy McMinimal Masher,Melancholy McMinimal Mashers,38,10,1,8,1,80,80,25,3343,167
17,10,Battered McUgly Burglar,Battered McUgly Burglars,36,10,1,7,1,80,99,30,3823,226
17,11,Swarthy Stratclyde Smuggler,Swarthy Strathclyde Smugglers,34,13,0,6,0,70,78,20,4932,500
17,12,Abominable Abbess,Abominable Abbesses,40,12,0,6,0,70,99,20,4941,488
17,13,McMinimal Minister,McMinimal Ministers,42,10,1,7,1,77,99,25,3236,125
17,14,Menacing McDinky Minister,Menacing McDinky Ministers,41,10,1,5,1,70,34,20,3841,309
17,15,Pastoral Preacher,Pastoral Preachers,39,12,0,7,0,70,99,20,3945,101
17,16,Skeletal Swashbuckler,Skeletal Swashbucklers,8,9,1,6,1,70,50,20,5555,150
17,17,Gruesome Glop o'Gauze,Gruesome Glops o'Gauze,10,8,1,9,0,50,0,25,3365,378
17,18,Forceful Phantasm,Forceful Phantasms,9,10,0,3,1,50,99,25,3389,277
17,19,Phlogistic Phantasm,Phlogistic Phantasms,9,11,0,3,1,50,20,25,4465,367
17,20,Savage Shough,Savage Shoughs,13,8,2,4,0,60,0,20,5000,222
17,21,Harpy Bodyguard,Harpy Bodyguards,15,9,2,3,1,60,0,20,5011,477
17,22,Celtic Shaman,Celtic Shamans,7,9,1,3,1,50,60,20,7040,911
17,23,Nasty Jabber,Nasty Jabbers,19,8,1,3,0,50,70,20,5233,388
17,24,Pastoral Preacher,Pastoral Preachers,39,13,0,6,0,70,99,20,5996,200
17,25,Dangerous McDinky Duke,Dangerous McDinky Dukes,29,12,0,5,0,50,20,20,8021,677
17,26,Colossal Caber Crusher,Colossal Caber Crushers,27,11,0,6,1,60,5,25,10022,656
17,27,Skeletal Swashbuckler,Skeletal Swashbucklers,8,11,0,5,0,70,50,20,9323,244
17,28,Lich,Liches,10,10,0,6,0,50,99,25,11543,1024
17,29,Sorcerous Spook,Sorcerous Spooks,9,12,0,3,1,50,99,25,10323,622
17,30,Slashing Spook,Slashing Spooks,9,13,0,3,1,50,20,25,13546,911
17,31,Violent Vampiric Vandal,Violent Vampiric Vandals,12,10,0,5,1,70,50,20,7143,477
17,32,Blasted Bloodsucking Sorceror,Blasted Bloodsucking Sorcerors,12,11,0,4,1,50,99,15,11431,512
17,33,Sepulchric Spectre,Sepulchric Spectres,11,9,0,6,0,55,0,25,6665,266
17,34,Spectral Swashbuckler,Spectral Swashbucklers,11,10,0,6,0,55,0,25,9321,244
17,35,Wily Water-rug,Wily Water-rugs,13,12,0,4,0,60,0,20,10320,232
17,36,Pestilential Harpy,Pestilential Harpies,15,13,0,3,1,60,30,20,10303,477
17,37,Not Very Friendly Tiger,Not Very Friendly Tigers,1,13,0,1,0,94,0,25,8041,250
17,38,Necromantic Neanderthal,Necromantic Neanderthals,7,11,0,3,1,50,60,20,12567,1001
17,39,Putrescent Pincher,Putrescent Pinchers,19,10,1,3,0,50,99,20,13789,388
18,0,Brawny McUgly Basher,Brawny McUgly Bashers,25,12,0,4,1,122,30,15,6969,390
18,1,Mildly Vicious Viking,Mildly Vicious Vikings,22,12,0,4,0,122,25,15,7004,469
18,2,Blasted Bucolic Battler,Blasted Bucolic Battlers,24,12,0,4,1,133,20,15,8001,611
18,3,Daring McDoughty Dabbler,Daring McDoughty Dabblers,44,11,1,5,0,80,100,20,5804,383
18,4,Sneaky McMinimal Sorceror,Sneaky McMinimal Sorcerors,46,10,0,4,1,70,100,20,4506,329
18,5,Scary McMinimal Sorceror,Scary McMinimal Sorcerors,46,11,0,4,0,70,100,20,6601,491
18,6,Weird McUgly Warlock,Weird McUgly Warlocks,45,10,0,5,1,70,100,20,5283,229
18,7,Wary McUgly Warlock,Wary McUgly Warlocks,45,11,0,4,0,70,100,20,8747,381
18,8,Northumbrian Necromancer,Northumbrian Necromancers,43,10,0,5,1,60,100,20,5910,288
18,9,Nasty Northumbrian Necromancer,Nasty Northumbrian Necromancers,43,11,0,4,0,60,100,20,6666,505
18,10,Mangy McDinky Marauder,Mangy McDinky Marauders,37,9,1,4,1,60,5,20,6808,483
18,11,Felonious McDoughty Fink,Felonious McDoughty Finks,35,11,1,7,1,60,80,20,5125,470
18,12,Grim McMinimal Masher,Grim McMinimal Mashers,38,10,1,6,1,60,80,25,6629,295
18,13,Bad McUgly Burglar,Bad McUgly Burglars,36,10,1,5,1,60,100,15,6599,633
18,14,Sinister Strathclyde Smuggler,Sinister Strathclyde Smugglers,34,13,0,6,1,50,50,20,7866,741
18,15,Apprentice Pincher,Apprentice Pinchers,19,8,2,5,0,50,30,20,7688,855
18,16,Pictish Prowler,Pictish Prowlers,7,9,1,4,1,70,30,15,6029,347
18,17,Bloated Boar,Bloated Boars,5,10,1,4,1,70,0,15,6222,206
18,18,Bass Brawling Bat,Bass Brawling Bats,16,11,1,8,0,70,0,15,3776,247
18,19,Bloated Bag of Bones,Bloated Bags of Bones,8,9,2,4,1,60,55,20,3995,229
18,20,Gargantuan Group o'Gauze,Gargantuan Groups o'Gauze,10,8,1,7,1,60,0,12,3088,201
18,21,Wee Wary Wraiths,Wee Wary Wraiths,11,8,2,4,0,60,0,20,4888,208
18,22,Goofy Galloping Ghost,Goofy Galloping Ghosts,9,10,3,4,1,60,45,25,6776,433
18,23,Vacuous Vampiric Vizier,Vacuous Vampiric Viziers,12,9,1,5,1,66,50,90,5995,599
18,24,Very Vicious Viking,Very Vicious Vikings,22,13,0,4,0,122,25,15,10155,500
18,25,Brawny McUgly Basher,Brawny McUgly Bashers,25,13,0,3,0,122,35,25,9510,688
18,26,Blasted Bucolic Battler,Blasted Bucolic Battlers,24,13,0,4,0,133,20,15,10000,1088
18,27,Dangerous McDoughty Dabbler,Dangerous McDoughty Dabblers,44,13,0,5,0,80,100,20,7666,676
18,28,Murderous McDinky Marauder,Murderous McDinky Marauders,37,11,0,3,0,60,5,20,8059,565
18,29,Thoughtful McDoughty Thief,Thoughtful McDoughty Thieves,35,13,0,5,1,60,80,20,7474,1655
18,30,Journeyman Jabber,Journeyman Jabbers,19,11,0,5,0,50,50,20,10053,989
18,31,Pictish Priest,Pictish Priests,7,11,0,4,1,70,66,15,10955,955
18,32,Raunchy Razorback,Raunchy Razorbacks,5,13,0,4,1,70,0,15,8050,206
18,33,Vicious Vampyre Bat,Vicious Vampyre Bats,16,13,0,5,0,70,100,15,9505,217
18,34,Little Ol' Lich,Little Ol' Liches,10,10,0,5,1,60,100,12,8786,200
18,35,Great Gushing Ghost,Great Gushing Ghosts,9,13,0,3,1,60,45,25,13356,1200
18,36,Violent Vampiric Vizier,Violent Vampiric Viziers,12,11,0,6,1,66,77,90,14211,2044
18,37,Banquo's Ghost,Banquo's Ghost,20,7,0,1,0,0,30,99,16000,2222
18,38,Banquo's Ghost,Banquo's Ghost,20,8,0,1,0,0,30,99,19000,3333
18,39,Banquo's Ghost,Banquo's Ghost,20,9,0,1,0,0,30,99,22000,4444
19,0,Brawny McUgly Basher,Brawny McUgly Bashers,25,12,0,4,1,122,30,15,5766,383
19,1,Mildly Vicious Viking,Mildly Vicious Vikings,22,12,0,4,0,122,25,15,5668,405
19,2,Blasted Bucolic Battler,Blasted Bucolic Battlers,24,12,0,4,1,133,20,15,6055,616
19,3,Saucy Sylvan Slayer,Saucy Sylvan Slayers,31,12,1,5,0,80,33,20,4944,384
19,4,Cautious Caber Crusher,Cautious Caber Crushers,32,12,0,8,0,70,40,20,4847,565
19,5,Stout Slyfoot Scout,Stout Slyfoot Scouts,33,11,0,5,0,70,20,20,3895,502
19,6,Short Slyfoot Slayer,Short Slyfoot Slayers,33,12,0,5,0,70,20,20,4900,477
19,7,Abominable Abbess,Abominable Abbesses,40,12,0,6,0,70,90,20,5666,381
19,8,Mean McMinimal Minister,Mean McMinimal Ministers,42,10,0,7,1,60,100,20,4429,285
19,9,Monstrous McMinimal Minister,Monstrous McMinimal Ministers,42,11,0,6,0,60,100,20,5000,500
19,10,Mean McDinky Minister,Mean McDinky Ministers,41,10,0,6,1,60,90,20,4117,474
19,11,Felonious McDoughty Fink,Felonious McDoughty Finks,35,11,1,7,1,60,80,20,3899,480
19,12,Grim McMinimal Masher,Grim McMinimal Mashers,38,10,1,6,1,60,80,25,4642,270
19,13,Bad McUgly Burglar,Bad McUgly Burglars,36,10,1,6,1,60,100,15,5222,522
19,14,Sinister Strathclyde Smuggler,Sinister Strathclyde Smugglers,34,13,0,4,1,50,50,20,5662,664
19,15,Mangy McDinky Marauder,Mangy McDinky Marauders,37,9,0,5,0,50,30,20,4688,705
19,16,Mean McDinky Marauder,Mean McDinky Marauders,37,10,0,5,0,50,30,20,5599,805
19,17,Sweet Sylvan Saint,Sweet Sylvan Saints,39,12,0,6,1,70,90,15,4747,205
19,18,Not A Small Giant,Not Small Giants,18,9,1,8,0,70,50,15,2929,217
19,19,Argumentative Animatron,Argumentative Animatrons,17,10,0,7,1,60,0,20,4729,226
19,20,Hungry Hunk o' Haggis,Hungry Hunks o' Haggis,2,11,0,9,0,60,0,12,2947,200
19,21,Ferocious Flitter,Ferocious Flitters,14,8,0,6,0,60,50,20,3995,199
19,22,Goofy Galloping Ghost,Goofy Galloping Ghosts,9,10,3,4,1,60,45,25,5066,477
19,23,Vacuous Vampiric Vizier,Vacuous Vampiric Viziers,12,9,1,6,1,66,50,90,4966,699
19,24,Murderous McDinky Marauder,Murderous McDinky Marauders,37,11,0,3,0,60,5,20,11333,666
19,25,Thoughtful McDoughty Thief,Thoughtful McDoughty Thieves,35,13,0,5,1,60,80,20,8985,1454
19,26,Sinister Strathclyde Smuggler,Sinister Strathclyde Smugglers,34,13,0,4,1,50,50,20,9022,767
19,27,Saucy Sylvan Slayer,Saucy Sylvan Slayers,31,13,0,8,1,80,33,20,6656,388
19,28,Strong Slyfoot Slayer,Strong Slyfoot Slayers,33,13,0,5,0,70,5,20,12323,494
19,29,Monstrous McDinky Minister,Monstrous McDinky Ministers,41,11,0,6,1,60,80,20,9021,479
19,30,Sour Sylvan Saint,Sour Sylvan Saints,39,12,0,6,1,70,90,15,7123,206
19,31,Quite A Large Giant Actually,Quite Large Giants Actually,18,12,0,8,0,70,78,15,7098,216
19,32,Angry Animatron,Angry Animatrons,17,11,0,5,1,60,0,20,9211,333
19,33,Horrid Hunk o' Haggis,Horrid Hunks o' Haggis,2,12,0,9,0,60,0,12,6676,366
19,34,Little Ol' Lich,Little Ol' Liches,10,10,0,4,1,60,100,12,8786,200
19,35,Great Gushing Ghost,Great Gushing Ghosts,9,13,0,3,1,60,45,25,11356,1211
19,36,Fiendish Flamer,Fiendish Flamers,14,9,0,6,0,60,50,20,8022,950
19,37,Frightening Flamer,Frightening Flamers,14,10,0,6,0,60,50,20,12321,1741
19,38,Felonious McDoughty Fink,Felonious McDoughty Finks,35,13,0,5,1,60,80,20,8985,1221
19,39,Posh Plymouth Prowler,Posh Plymouth Prowlers,34,13,0,4,1,50,50,20,9022,755
20,0,Roxburgh Robber,Roxburgh Robbers,34,14,0,4,0,60,75,15,5747,690
20,1,Cumberland Conjurer,Cumberland Conjurers,43,12,0,4,0,60,95,15,6283,102
20,2,McUgly Mangemonger,McUgly Mangemongers,25,14,0,4,0,60,20,15,5471,89
20,3,Morbid McUgly Magician,Morbid McUgly Magicians,45,12,0,3,0,80,95,15,5983,179
20,4,Large Lancashire Lion,Large Lancashire Lions,1,14,0,3,0,70,0,5,5000,20
20,5,Hungry Hampshire Hog,Hungry Hampshire Hogs,5,14,0,3,0,80,0,25,5650,34
20,6,Pungent Pict,Pungent Picts,7,12,0,4,0,70,50,15,6808,213
20,7,Dastardly Demi-wolf,Dastardly Demi-wolves,13,13,0,2,0,90,0,25,6548,192
20,8,Wyld Wyrm,Wyld Wyrms,14,14,0,2,0,90,50,25,10000,983
20,9,Dumfries Dragon,Dumfries Dragons,14,12,0,2,0,90,50,25,6274,436
20,10,Dryburgh Dragon,Dryburgh Dragons,14,13,0,2,0,90,50,25,7880,657
20,11,Aberdeen Animatron,Aberdeen Animatrons,17,12,0,5,0,60,0,20,5606,53
20,12,Merry McUgly Mugger,Merry McUgly Muggers,36,12,0,4,0,87,65,20,6115,367
20,13,Murderous McUgly Mugger,Murderous McUgly Muggers,36,13,0,3,0,98,65,20,5331,477
20,14,Malicious McMinimal Magician,Malicious McMinimal Magicians,46,12,0,4,0,90,95,20,5831,342
20,15,Murderous McMinimal Magician,Murderous McMinimal Magicians,46,13,0,3,0,110,95,20,7258,432
20,16,Malicious McMinimal Mother,Malicious McMinimal Mothers,42,12,0,4,0,70,95,20,5175,50
20,17,Murderous McMinimal Mother,Murderous McMinimal Mothers,42,13,0,3,0,70,95,20,6683,110
20,18,Malicious McMinimal Masher,Malicious McMinimal Mashers,38,12,0,4,0,60,45,20,6247,144
20,19,Murderous McMinimal Masher,Murderous McMinimal Mashers,38,13,0,3,0,60,45,20,7951,234
20,20,Sneaky Slyfoot Shaman,Sneaky Slyfoot Shamans,41,12,0,4,0,60,65,20,5888,323
20,21,Sinister Slyfoot Shaman,Sinister Slyfoot Shamans,41,13,0,2,0,60,65,20,7599,332
20,22,Mild McDinky Murderer,Mild McDinky Murderers,37,12,0,2,0,80,25,20,6676,222
20,23,Mad McDinky Murderer,Mad McDinky Murderers,37,13,0,2,0,80,25,20,8484,311
20,24,Raging Roxburgh Robber,Raging Roxburgh Robbers,34,15,0,3,0,60,75,15,9551,877
20,25,Crafty Cumberland Conjurer,Crafty Cumberland Conjurers,43,13,0,3,0,60,95,15,10833,166
20,26,Mad McUgly Mangemonger,Mad McUgly Mangemongers,25,15,0,3,0,60,20,15,9343,133
20,27,Morbid McUgly Magician,Morbid McUgly Magicians,45,13,0,4,0,80,95,15,9466,234
20,28,Lethal Lancaster Lion,Lethal Lancaster Lions,1,14,0,5,0,70,0,15,9547,24
20,29,Raging Roxburgh Razorback,Raging Roxburgh Razorbacks,5,14,0,4,0,80,0,25,9950,54
20,30,Cunning Clansman,Cunning Clansmen,7,13,0,4,0,70,50,15,11002,293
20,31,Carlisle Colossus,Carlisle Colossi,17,13,0,3,0,60,0,20,10777,76
20,32,Tynemouth Titan,Tynemouth Titans,18,13,0,3,0,90,0,25,10650,895
20,33,McDinky Marquis,McDinky Marquises,29,13,0,3,0,90,15,25,9555,457
20,34,Screaming Slyfoot Sergeant,Screaming Slyfoot Sergeants,33,14,0,2,1,90,35,25,12814,600
20,35,Destructive Dryburgh Dragon,Destructive Dryburgh Dragons,14,14,0,3,0,90,50,25,13886,983
20,36,Demonic Demi-wolf,Demonic Demi-wolves,13,14,0,3,0,90,0,25,11343,344
20,37,Macduff's Ghost,Macduff's Ghost,20,10,0,1,0,0,25,25,24588,1441
20,38,Macduff's Ghost,Macduff's Ghost,20,11,0,1,0,0,25,25,29211,2577
20,39,Macduff's Ghost,Macduff's Ghost,20,12,0,1,0,0,25,25,34355,3880
21,0,Roxburgh Robber,Roxburgh Robbers,34,14,0,5,1,50,75,15,6666,690
21,1,Sly Sylvan Slasher,Sly Sylvan Slashers,24,14,0,4,0,50,15,15,6323,104
21,2,Mild Minotaurs,Mild Minotaurs,3,12,0,4,0,100,0,25,6477,210
21,3,Middling Minotaur,Middling Minotaurs,3,13,0,4,0,100,0,25,7001,435
21,4,Eery Ectoplasmic Entity,Eery Ectoplasmic Entities,9,14,0,3,0,60,50,22,7429,287
21,5,Puny Protoplasmic Phantom,Puny Protoplasmic Phantoms,11,11,0,4,1,70,95,25,6588,123
21,6,Protoplasmic Phantom,Protoplasmic Phantoms,11,12,0,3,0,70,60,25,7578,234
21,7,Nimble Nosferatu,Nimble Nosferatu,12,12,0,3,0,80,33,25,7247,192
21,8,Sibilant Snakehead ,Sibilant Snakeheads,6,13,0,6,0,80,35,25,6656,240
21,9,Scary Skull,Scary Skulls,8,12,0,4,0,80,0,25,6959,120
21,10,Little Ol' Lich,Little Ol' Liches,10,11,0,5,0,80,95,25,6530,453
21,11,Lucky Ol' Lich,Lucky Ol' Liches,10,12,0,5,0,80,95,25,7347,667
21,12,Mangy McMinimal Minister,Mangy McMinimal Minister,42,12,1,5,0,77,65,20,6161,367
21,13,Caber Champion,Caber Champions,27,12,0,4,0,88,30,20,6729,295
21,14,Sly Sylvan Slayer,Sly Sylvan Slayers,31,14,0,4,1,80,25,20,6947,342
21,15,Sinister Sylvan Slayer,Sinister Sylvan Slayers,31,15,0,4,1,80,25,20,8806,342
21,16,Sly Sylvan Saint,Sly Sylvan Saints,39,14,0,5,1,60,95,20,6172,51
21,17,Sinister Sylvan Saint,Sinister Sylvan Saints,39,15,0,4,1,60,95,20,7716,110
21,18,Mild McDinky Murderer,Mild McDinky Murderers,37,12,0,6,1,70,25,20,7560,222
21,19,Mad McDinky Murderer,Mad McDinky Murderers,37,13,0,6,1,70,25,20,9361,311
21,20,Crafty Caber Champion,Crafty Caber Champions,27,13,0,4,0,88,30,20,8347,477
21,21,Delicate McDinky Duke,Delicate McDinky Dukes,29,12,0,3,1,50,20,20,6500,200
21,22,Testy Trollish Tracker,Testy Trollish Trackers,32,13,0,5,1,70,50,20,7511,222
21,23,High Priestess,High Priestesses,40,12,0,4,0,50,80,20,7002,280
21,24,Raging Roxburgh Robber,Raging Roxburgh Robbers,34,15,0,4,1,50,75,15,13767,877
21,25,Sinister Sylvan Slasher,Sinister Sylvan Slashers,24,15,0,3,0,50,15,15,13566,231
21,26,Carlisle Conjerer,Carlisle Conjurer,43,12,0,5,0,50,95,15,11500,133
21,27,Cunning Carlisle Conjerer,Cunning Carlisle Conjurer,43,13,0,5,0,50,95,15,14000,320
21,28,Evil Ectoplasmic Entity,Evil Ectoplasmic Entities,9,14,0,3,0,60,50,22,11432,287
21,29,Powerful Protoplasmic Phantom,Powerful Protoplasmic Phantoms,11,13,0,3,0,70,35,25,15789,356
21,30,Nasty Nosferatu,Nasty Nosferatu,12,13,0,2,0,80,33,25,16321,445
21,31,Horrible High Priestess,Horrible High Priestesses,40,13,0,4,0,50,80,20,14833,76
21,32,Daring McDinky Duke,Daring McDinky Dukes,29,13,0,3,1,50,20,20,13022,400
21,33,Dour McDoughty Duke,Dour McDoughty Dukes,28,14,0,4,0,80,15,25,13500,457
21,34,Sorcerous Slyfoot Slayer,Sorcerous Slyfoot Slayers,33,14,0,4,0,80,35,25,14651,356
21,35,Lordly Ol' Lich,Lordly Ol' Liches,10,13,0,5,0,80,95,25,14653,891
21,36,Frightening Femur,Frightening Femurs,8,13,0,4,0,80,0,25,12678,266
21,37,Sorcerous Snakehead,Sorcerous Snakeheads,6,13,0,5,0,80,35,25,13987,673
21,38,Mighty Minotaur,Mighty Minotaurs,3,14,0,2,0,100,0,25,12437,2011
21,39,Key Lime Blancmange,Key Lime Blancmanges,2,13,0,8,0,0,0,25,10223,2
22,0,Roxburgh Robber,Roxburgh Robbers,34,14,0,7,1,40,75,15,8991,700
22,1,Sly Sylvan Slasher,Sly Sylvan Slashers,24,14,0,6,0,40,15,15,8356,104
22,2,McUgly Mangemonger,McUgly Mangemongers,25,14,0,8,0,40,20,15,8544,89
22,3,Small Scottish Thane,Small Scottish Thanes,26,12,0,7,0,60,25,15,8990,168
22,4,Eery Ectoplasmic Entity,Eery Ectoplasmic Entities,9,14,0,5,0,50,50,22,9566,287
22,5,Puny Protoplasmic Phantom,Puny Protoplasmic Phantoms,11,11,0,6,1,60,95,25,8492,123
22,6,Protoplasmic Phantom,Protoplasmic Phantoms,11,12,0,5,0,60,60,25,11466,234
22,7,Nimble Nosferatu,Nimble Nosferatu,12,12,0,5,0,70,33,25,11001,192
22,8,Coy Caber Champion,Coy Caber Champions,27,12,0,6,0,70,35,25,8512,240
22,9,Dumfries Dragon,Dumfries Dragons,14,12,0,5,0,70,50,25,11002,436
22,10,Dryburgh Dragon,Dryburgh Dragons,14,13,0,5,0,70,50,25,12780,658
22,11,Impincher,Impinchers,19,12,0,6,1,70,60,25,9058,295
22,12,Merry McUgly Mugger,Merry McUgly Muggers,36,12,0,7,0,67,65,20,10695,367
22,13,Murderous McUgly Mugger,Murderous McUgly Muggers,36,13,0,6,0,78,65,20,12466,477
22,14,Sly Sylvan Slayer,Sly Sylvan Slayers,31,14,0,6,1,70,25,20,9055,366
22,15,Sinister Sylvan Slayer,Sinister Sylvan Slayers,31,15,0,6,1,70,25,20,12355,342
22,16,Sly Sylvan Saint,Sly Sylvan Saints,39,14,0,7,1,50,95,20,8447,51
22,17,Sinister Sylvan Saint,Sinister Sylvan Saints,39,15,0,6,1,50,95,20,11044,111
22,18,Malicious McMinimal Masher,Malicious McMinimal Mashers,38,12,0,6,1,40,45,20,10000,144
22,19,Murderous McMinimal Masher,Murderous McMinimal Mashers,38,13,0,5,1,40,45,20,11555,234
22,20,Dainty McDoughty Dipper,Dainty McDoughty Dippers,35,14,0,6,1,40,65,20,11255,323
