Typ,Lvl,x0,Ini,AtkCnt,Str,Def,Dex,HP,DmgRed,MAtkSav,FleeAt,x1,w0,w0hit,w0dmg,w0spa,w1,w1hit,w1dmg,w1spa,w2,w2hit,w2dmg,w2spa,sp0,sl0,sp1,sl1,sp2,sl2,sp3,sl3,sp4,sl4,sp5,sl5,sp6,sl6,sp7,sl7,sp8,sl8,sp9,sl9
21,1,1,3,1,14,9,12,30,0,2,5,11,40,2,0,0,115,3,0,0,8,255,5,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,2,1,3,1,17,10,16,40,0,3,5,10,40,1,3,0,115,2,1,0,8,0,3,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,3,1,3,1,20,12,20,50,0,4,5,9,40,1,5,0,115,2,2,0,8,0,2,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,4,1,5,1,25,14,40,200,5,4,0,5,58,2,4,0,41,4,0,0,115,0,3,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,5,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,6,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,7,1,7,2,50,24,250,600,70,10,3,2,65,3,14,4,115,6,6,0,8,254,30,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,8,1,9,2,60,26,325,900,90,12,3,1,65,3,20,4,115,6,6,0,8,255,40,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,9,1,9,2,60,26,325,900,90,12,3,1,65,3,20,4,115,6,6,0,8,255,40,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,10,1,9,2,60,26,325,900,90,12,3,1,65,3,20,4,115,6,6,0,8,255,40,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,11,1,9,2,60,26,325,900,90,12,3,1,65,3,20,4,115,6,6,0,8,255,40,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,12,1,9,2,60,26,325,900,90,12,3,1,65,3,20,4,115,6,6,0,8,255,40,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,13,1,14,2,70,11,1100,28000,125,15,0,0,65,5,45,4,115,8,22,0,8,4,60,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,14,1,15,2,80,30,3200,30000,2200,15,0,0,65,6,45,4,115,9,22,0,8,5,80,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
21,15,1,15,3,99,30,3200,32000,3200,15,0,0,65,7,45,4,115,10,22,0,8,6,100,0,2,12,4,12,1,12,10,12,15,12,20,12,1,12,0,12,21,12,9,12
22,1,2,2,1,18,8,10,50,0,1,4,8,65,1,0,0,115,2,0,0,8,3,0,0,19,1,19,1,15,1,15,1,20,1,8,1,8,1,8,2,11,1,7,1
22,2,2,2,1,19,8,16,80,0,1,4,8,65,1,1,0,57,2,0,0,8,3,0,0,19,2,19,2,15,1,15,1,20,2,8,1,8,1,8,2,11,1,7,2
22,3,2,3,1,20,9,24,110,2,1,4,7,57,1,2,0,115,2,0,0,8,3,0,0,19,3,19,3,15,2,15,2,20,3,8,1,8,2,8,3,11,2,7,2
22,4,2,3,1,21,9,40,150,4,2,5,7,57,1,2,0,102,2,1,0,8,3,0,0,20,1,20,1,20,1,20,1,20,1,8,2,8,3,8,3,11,2,7,3
22,5,2,4,1,22,10,60,190,7,2,5,6,40,1,3,0,115,2,1,0,102,3,0,0,20,1,20,1,20,1,20,1,8,1,8,3,8,4,8,4,11,3,7,3
22,6,2,4,1,24,11,85,230,10,2,5,6,66,1,3,0,40,2,2,0,8,3,0,0,20,1,20,1,20,1,20,1,8,2,8,3,8,5,8,6,11,3,7,4
22,7,2,4,1,27,12,120,450,10,3,6,5,66,1,4,0,104,2,1,0,115,3,0,0,20,2,20,2,20,2,8,3,8,3,11,3,7,4,12,3,15,3,15,3
22,8,2,5,1,30,13,160,550,20,4,6,5,39,1,4,0,66,2,2,0,102,3,1,0,20,2,20,2,20,2,8,3,8,3,11,3,7,5,12,4,15,4,15,4
22,9,2,5,1,33,14,210,1200,40,4,6,4,67,1,5,0,57,2,2,0,115,3,1,0,20,2,20,2,8,3,8,4,8,5,11,4,15,5,12,5,15,5,19,3
22,10,2,5,1,36,15,330,1500,50,5,7,4,41,1,5,0,40,2,2,0,8,4,2,0,20,3,20,3,8,4,8,5,8,6,11,4,15,6,12,5,15,6,19,3
22,11,2,6,1,39,16,660,2000,125,6,7,3,41,1,6,0,104,2,2,0,115,4,2,0,20,3,8,9,8,9,8,7,8,8,15,7,15,7,12,6,0,4,21,6
22,12,2,15,1,45,20,1250,3500,150,7,7,3,92,1,7,0,66,2,3,2,104,4,3,0,20,3,8,10,8,10,8,9,8,9,15,8,15,8,12,6,0,4,21,6
22,13,2,15,1,66,20,2225,5750,400,8,0,0,58,1,8,0,104,2,3,0,115,4,3,0,20,4,8,11,8,11,15,9,11,9,6,6,1,4,1,5,0,5,21,7
22,14,2,15,2,80,22,3000,12000,300,9,0,0,41,1,9,0,57,2,3,0,8,4,4,2,20,4,8,12,8,12,15,10,11,10,6,7,1,5,1,6,0,5,21,7
22,15,2,15,2,99,24,3200,20000,1200,9,0,0,58,1,10,0,42,2,3,0,115,5,4,0,20,4,8,12,8,12,15,11,11,11,6,8,1,6,1,7,0,6,21,8
23,1,2,2,1,18,8,12,50,2,1,4,9,65,0,0,0,115,0,1,0,8,3,0,0,20,1,20,1,20,1,8,1,8,1,15,1,15,1,15,1,12,1,12,1
23,2,2,2,1,19,8,16,80,2,1,4,9,65,0,1,0,57,1,0,0,8,3,0,0,20,1,20,1,20,1,8,1,8,1,15,2,15,2,15,2,12,1,12,1
23,3,2,3,1,20,9,25,110,2,1,4,8,57,0,1,0,115,1,0,0,8,3,0,0,20,1,20,1,20,1,8,1,8,1,15,2,15,2,15,2,12,2,12,2
23,4,2,5,1,21,9,35,150,10,2,5,8,57,0,2,0,102,1,1,0,8,3,0,0,20,2,20,2,20,2,8,2,8,2,15,3,15,3,15,3,12,2,12,2
23,5,2,6,1,22,10,50,190,10,2,5,7,40,0,2,0,115,1,1,0,102,3,0,0,20,2,20,2,20,2,8,2,8,2,20,2,20,2,20,2,20,2,20,2
23,6,2,7,1,24,11,70,230,10,2,5,7,66,0,2,0,40,1,2,0,8,3,0,0,20,3,20,3,20,3,8,1,8,1,8,1,8,1,8,1,8,1,8,1
23,7,2,8,1,27,12,100,450,10,3,6,6,66,0,2,0,104,1,2,0,115,3,0,0,20,3,20,3,20,3,8,1,8,1,8,1,8,1,8,1,8,1,8,1
23,8,2,9,1,30,13,150,550,20,4,6,6,39,0,3,0,66,1,2,2,102,3,1,0,20,4,20,4,8,2,8,2,8,2,8,2,8,2,15,4,15,4,15,4
23,9,2,11,1,33,14,225,1200,40,4,6,5,67,0,3,2,57,1,3,0,115,3,1,0,20,4,20,4,8,2,8,2,8,2,8,3,8,3,15,5,15,5,15,5
23,10,2,12,1,36,16,360,1500,50,5,7,5,41,0,3,0,40,1,3,0,8,3,2,0,20,5,20,5,8,3,8,3,7,3,15,5,15,5,15,5,19,3,19,3
23,11,2,13,1,39,18,525,2000,125,10,7,4,41,0,4,0,104,1,3,0,115,3,2,2,20,5,20,5,8,3,8,3,7,3,15,6,15,6,15,6,19,3,19,3
23,12,2,15,1,45,20,900,15000,150,11,7,4,92,0,4,0,66,2,3,0,104,4,3,0,20,6,20,6,8,4,8,4,7,4,15,7,15,7,19,4,21,6,21,5
23,13,2,15,2,66,24,2500,29000,400,11,8,3,68,0,6,0,104,2,4,0,115,4,3,0,20,6,20,6,8,4,8,4,7,4,15,8,15,8,19,4,21,7,21,5
23,14,2,15,2,80,28,3000,32000,2500,12,8,3,41,0,8,0,57,2,4,0,8,4,6,2,20,7,8,12,4,5,15,12,15,12,19,5,21,5,0,5,1,8,1,6
23,15,2,15,2,99,32,3200,32000,3200,13,8,2,68,0,12,2,42,2,4,0,115,4,6,0,20,8,8,12,4,6,15,12,15,12,19,6,21,5,0,6,1,10,1,8
24,1,2,2,1,18,8,11,35,2,1,5,10,65,1,0,0,115,2,0,0,8,0,0,0,12,1,8,1,12,1,20,1,11,1,12,1,8,1,12,1,8,1,20,1
24,2,2,2,1,19,8,15,65,2,1,5,10,65,1,0,0,57,2,0,0,8,2,1,0,3,1,8,1,12,1,20,1,11,1,12,1,8,1,12,1,19,1,20,1
24,3,2,3,1,25,9,21,110,2,1,5,9,57,1,3,0,115,2,0,0,8,2,1,0,8,1,8,1,12,1,20,3,11,1,12,1,8,1,12,1,8,1,8,1
24,4,2,3,1,26,12,30,150,10,2,5,9,57,2,2,0,102,3,1,0,8,2,2,0,8,1,8,3,12,1,20,3,11,3,12,2,8,4,12,1,8,1,8,1
24,5,2,5,1,30,14,44,190,10,2,5,8,40,2,3,0,115,3,1,0,102,2,3,0,8,2,8,4,12,2,20,4,11,6,15,3,8,5,15,1,20,1,20,1
24,6,2,5,1,32,15,60,230,10,2,4,8,66,2,4,0,40,3,2,0,8,2,4,0,8,2,8,5,12,2,20,5,11,10,15,3,8,7,15,1,20,1,20,1
24,7,2,6,1,35,16,100,450,10,3,4,7,66,3,4,0,102,3,2,0,115,2,5,0,8,3,8,7,12,3,20,5,11,12,15,9,8,8,15,2,19,1,19,1
24,8,2,7,1,38,17,140,750,20,4,4,7,39,3,4,0,66,3,3,0,102,2,5,0,8,3,8,10,12,3,20,8,11,10,15,5,8,9,15,2,19,2,19,2
24,9,2,9,1,41,18,200,1300,40,4,4,0,67,3,4,0,103,3,3,0,115,2,6,0,8,4,8,10,12,4,20,8,11,11,15,7,8,11,15,2,12,2,15,5
24,10,2,10,1,44,19,275,1700,50,4,0,0,41,4,5,0,40,3,4,0,8,2,7,0,8,4,8,10,12,4,20,8,11,9,15,10,8,11,15,4,12,3,15,3
24,11,2,11,1,57,23,400,2500,125,4,0,0,93,4,5,0,103,3,4,0,115,2,8,0,8,8,8,10,12,7,20,8,11,7,15,11,8,12,15,4,12,4,15,9
24,12,2,12,1,66,24,800,3500,150,4,0,0,92,4,6,0,66,3,5,0,104,2,9,0,8,9,8,10,12,8,20,11,11,4,15,11,8,12,15,5,12,5,15,9
24,13,2,13,2,76,25,2500,5500,400,4,0,0,93,5,8,0,103,3,5,0,115,1,10,0,8,10,8,11,12,9,20,10,11,5,15,11,8,12,15,6,12,6,15,6
24,14,2,14,2,88,25,3000,15000,2500,9,0,0,41,5,9,0,57,3,6,0,8,1,12,0,8,11,8,11,12,9,20,12,11,9,15,12,8,12,15,7,12,7,15,11
24,15,2,15,2,99,27,3200,32000,3200,15,0,0,93,6,10,0,103,3,6,0,115,1,15,0,8,12,8,12,12,10,20,12,11,10,15,12,8,12,15,8,12,8,15,12
25,1,2,2,1,22,8,9,35,2,1,5,7,65,2,0,0,115,3,0,0,8,1,1,0,20,1,12,1,12,1,21,1,19,1,3,1,18,1,18,1,20,1,21,1
25,2,2,2,1,23,8,14,55,2,1,5,7,65,2,1,0,57,3,0,0,8,1,2,0,15,1,20,1,15,1,3,1,21,1,3,1,15,1,20,1,3,1,3,1
25,3,2,3,1,24,9,22,75,2,1,5,6,57,2,1,0,115,3,0,0,8,1,2,0,15,2,15,2,20,2,15,2,15,2,21,2,8,1,8,2,8,3,8,2
25,4,2,3,1,25,9,36,125,5,2,6,6,57,2,2,0,102,3,1,0,8,1,3,0,20,2,20,5,20,1,8,4,8,1,8,1,8,1,8,3,8,4,8,2
25,5,2,4,1,27,10,50,150,7,2,6,5,40,2,2,0,115,3,1,0,102,2,3,0,20,2,20,1,20,1,8,4,8,1,8,3,8,1,8,3,8,5,8,2
25,6,2,5,1,32,11,69,230,9,2,6,5,66,2,3,0,40,3,2,0,8,2,4,0,20,2,20,3,20,1,8,6,8,8,8,4,8,1,15,1,21,12,19,9
25,7,2,6,1,35,12,82,450,11,3,7,4,66,3,3,0,104,3,2,0,115,2,5,0,20,3,20,5,20,2,8,8,8,8,8,5,8,1,19,1,19,12,21,10
25,8,2,7,1,38,13,106,550,15,4,7,4,39,3,3,0,66,4,2,2,102,2,5,0,20,4,20,6,8,9,8,9,8,9,15,9,15,2,15,2,19,12,19,11
25,9,2,9,1,41,16,150,1200,25,7,7,3,67,3,4,0,57,4,2,0,115,2,6,0,20,8,20,7,8,5,6,5,8,10,15,10,15,2,15,2,19,12,19,12
25,10,2,10,1,44,17,260,1700,40,10,8,3,58,3,4,0,40,4,3,0,8,2,6,2,20,9,8,11,8,8,6,7,15,7,15,11,19,1,19,1,21,12,21,12
25,11,2,11,1,47,19,500,2150,50,10,8,2,58,3,5,0,104,4,3,0,115,2,7,0,20,10,8,12,8,9,6,8,15,7,15,11,19,1,19,1,21,12,21,12
25,12,2,12,1,53,20,900,3500,70,11,8,2,92,3,5,0,66,4,3,2,104,2,7,0,20,11,8,12,8,12,6,9,15,9,19,8,21,3,21,3,1,10,1,8
25,13,2,12,2,74,22,2500,7000,90,12,9,2,68,3,6,0,104,4,4,0,115,2,8,0,20,12,8,12,8,10,6,10,15,10,19,7,21,4,21,4,1,10,1,9
25,14,2,13,2,88,24,3000,12500,125,13,9,1,68,3,8,0,57,4,5,0,8,2,8,0,20,12,8,12,8,12,6,11,15,11,19,9,21,5,21,5,1,11,1,10
25,15,2,13,2,99,28,3200,20000,600,14,9,1,68,3,10,2,40,4,6,0,115,2,9,0,20,12,8,12,8,12,6,12,15,12,19,12,21,6,21,6,1,12,1,12
26,1,2,2,1,18,8,10,50,2,1,8,10,115,1,0,0,101,0,1,0,8,3,0,0,7,1,8,1,12,1,12,1,15,1,15,1,15,1,7,1,7,1,8,1
26,2,2,2,1,19,8,15,80,2,1,8,10,65,1,1,0,115,0,1,0,101,3,0,0,7,2,8,2,12,2,7,1,7,1,8,1,8,1,1,1,1,1,8,1
26,3,2,3,1,21,9,26,110,2,1,8,9,57,1,1,0,115,0,2,0,65,3,0,0,7,3,8,3,12,3,7,1,7,1,8,1,8,1,1,1,1,1,8,1
26,4,2,3,1,22,9,40,150,10,2,7,9,39,1,1,0,57,0,2,0,66,3,1,0,7,4,8,4,7,7,7,8,8,1,11,1,8,1,1,1,1,1,8,1
26,5,2,4,1,23,10,55,190,10,2,7,8,39,1,2,0,66,0,3,0,102,3,1,0,7,5,8,5,7,8,7,9,8,2,11,2,8,2,1,2,1,2,8,2
26,6,2,4,1,24,11,70,230,10,2,7,8,40,1,3,0,102,0,3,0,8,3,2,0,7,6,8,6,7,9,7,10,8,2,11,3,11,4,11,4,11,4,11,4
26,7,2,4,1,27,12,90,450,10,3,6,7,40,1,3,0,66,0,4,0,101,3,2,0,7,7,8,7,7,10,7,11,8,3,11,5,11,5,11,5,11,5,11,5
26,8,2,5,1,30,13,130,550,20,4,6,7,66,2,4,2,102,0,4,0,8,4,3,0,7,8,8,8,7,11,7,12,11,7,11,7,11,7,11,7,21,5,21,5
26,9,2,5,1,33,14,200,1200,40,4,6,6,66,2,4,0,57,0,5,0,115,4,3,0,4,5,4,5,3,1,4,5,11,8,11,9,11,8,11,8,21,5,21,5
26,10,2,5,1,36,15,300,1500,50,5,5,6,67,2,5,2,102,0,6,0,101,4,3,0,4,6,4,6,3,1,4,6,11,8,11,12,21,6,21,6,20,4,20,4
26,11,2,6,1,39,16,450,2000,125,10,5,5,67,2,5,0,40,255,7,0,115,4,4,2,4,6,4,6,3,2,4,7,6,5,6,5,21,6,21,6,20,4,20,4
26,12,2,15,1,45,24,900,15000,150,15,5,5,41,2,6,0,66,255,8,2,101,5,4,0,4,7,4,7,6,6,6,6,1,3,21,5,20,6,7,5,11,7,8,5
26,13,2,15,2,66,25,2500,29000,400,15,4,4,41,2,7,0,102,255,9,0,115,5,4,2,4,7,4,7,6,6,6,6,1,3,21,5,20,7,7,4,11,8,10,6
26,14,2,15,2,80,26,3000,32000,2500,15,4,4,58,2,8,0,40,255,12,0,101,5,5,0,4,8,4,8,6,7,6,7,1,4,21,6,20,8,7,11,11,9,10,8
26,15,2,15,2,99,28,3200,32000,3200,15,4,3,58,2,9,0,67,255,15,2,115,5,6,0,4,8,4,8,6,7,6,7,1,4,21,6,20,9,7,12,11,10,9,8
27,1,2,2,1,18,8,11,50,2,1,7,8,65,0,0,0,101,2,0,0,8,1,0,0,15,1,15,1,15,1,21,1,12,1,7,1,12,1,8,1,8,1,11,1
27,2,2,2,1,19,8,18,80,2,1,7,8,57,0,1,0,115,2,0,0,101,1,1,0,15,2,15,2,15,2,21,2,12,2,7,2,12,2,8,2,8,2,11,2
27,3,2,3,1,20,9,30,110,2,1,7,8,40,0,1,0,115,2,0,0,65,1,1,0,15,2,12,3,7,2,7,2,7,2,7,2,7,2,7,2,8,2,11,2
27,4,2,3,1,21,9,44,150,10,2,7,7,39,0,2,0,57,2,1,0,66,1,2,0,15,3,12,3,7,3,7,3,7,3,7,3,7,3,7,3,8,3,11,3
27,5,2,4,1,22,10,63,190,10,2,6,7,83,0,2,0,66,3,1,0,102,1,2,0,15,3,12,4,4,3,4,3,4,3,11,2,11,2,7,2,7,2,11,3
27,6,2,4,1,24,11,83,230,10,2,6,7,40,0,3,0,102,3,1,0,8,1,3,0,15,4,12,4,7,4,7,4,7,4,6,3,6,3,6,3,6,3,6,3
27,7,2,4,1,27,12,113,450,10,3,6,6,102,0,4,0,66,3,2,0,101,1,3,0,15,4,12,5,4,4,4,4,11,3,11,3,7,3,7,3,1,2,21,3
27,8,2,5,1,30,13,143,550,20,4,6,6,66,0,5,0,102,3,2,0,8,1,4,2,15,5,12,5,7,5,7,5,6,4,6,4,6,4,6,4,1,2,21,4
27,9,2,5,1,33,14,200,1200,40,4,5,6,67,0,6,2,57,3,2,0,115,1,4,0,15,5,12,6,4,5,4,5,11,5,11,5,7,5,7,4,1,3,21,4
27,10,2,5,1,36,15,280,1500,50,5,5,5,66,0,7,0,102,3,3,0,101,1,5,0,15,6,12,6,7,6,6,6,6,6,6,6,6,6,21,4,1,3,10,4
27,11,2,6,1,39,16,370,2000,125,10,5,5,67,255,8,2,40,3,3,0,115,1,5,0,15,6,12,7,4,6,11,6,7,6,7,6,6,6,21,5,1,4,10,5
27,12,2,15,1,45,24,570,15000,150,15,5,5,42,255,10,0,66,3,4,2,101,1,6,0,15,7,12,7,6,7,6,7,21,4,21,5,6,7,9,2,1,5,10,6
27,13,2,15,2,66,25,1500,29000,400,15,4,4,58,255,12,0,102,3,4,0,115,1,7,0,15,7,12,8,11,7,11,7,21,4,20,5,6,7,9,3,1,6,10,7
27,14,2,15,2,80,30,3000,32000,2500,15,4,4,42,255,14,0,40,3,6,0,101,1,8,0,15,8,12,8,6,8,6,8,21,5,20,6,6,8,9,3,1,7,10,8
27,15,2,15,2,99,40,3200,32000,3200,15,4,3,58,255,16,0,67,3,6,2,115,1,9,0,15,8,12,9,11,8,11,8,21,5,20,6,6,8,9,4,1,8,10,9
28,1,2,2,1,26,8,10,25,0,1,6,1,115,3,0,0,101,2,0,0,8,4,0,0,21,1,21,1,21,1,3,1,19,1,7,1,21,1,21,1,21,1,21,1
28,2,2,2,1,27,8,15,45,3,1,6,1,65,3,1,0,115,2,0,0,101,4,0,0,21,1,11,1,21,1,3,1,7,1,7,1,21,1,8,2,21,1,21,1
28,3,2,3,1,28,13,30,75,5,1,6,1,57,3,2,0,115,2,1,0,65,4,0,0,7,1,7,1,7,1,7,1,7,1,7,1,20,1,7,1,8,2,7,1
28,4,2,3,1,29,14,50,150,5,2,5,1,39,3,1,0,57,2,1,0,66,4,0,0,7,4,7,2,7,2,7,2,11,1,11,1,11,1,11,1,11,1,11,7
28,5,2,8,1,31,15,70,190,10,2,5,0,39,3,2,0,66,2,1,0,102,4,0,0,7,5,7,6,7,6,7,6,11,6,11,7,11,8,11,10,11,2,11,7
28,6,2,9,1,32,17,90,230,10,2,0,0,40,3,3,0,102,2,2,0,8,4,1,0,7,6,7,3,7,3,9,5,11,2,11,2,11,8,21,1,21,5,21,1
28,7,2,10,1,35,19,150,450,15,3,0,0,40,3,4,0,66,2,2,0,101,4,0,0,7,7,10,4,6,1,7,4,11,3,11,6,11,8,20,8,21,4,15,7
28,8,2,11,1,38,20,225,550,20,4,0,0,66,2,5,0,102,3,2,0,8,4,2,0,9,5,7,5,7,5,7,5,11,3,11,3,11,9,21,2,15,4,21,2
28,9,2,11,1,41,21,300,1200,40,4,1,1,66,2,6,2,57,3,3,0,115,4,1,0,7,6,7,6,7,6,11,4,11,4,11,8,21,8,21,8,20,9,20,10
28,10,2,12,1,44,22,375,2000,50,5,3,0,67,2,7,0,102,3,4,0,101,4,1,0,7,12,7,12,7,12,11,12,11,12,11,12,21,9,21,12,20,12,20,12
28,11,2,12,1,47,24,450,2500,70,7,3,0,67,2,20,2,40,4,6,0,115,4,4,0,4,12,4,6,11,8,11,5,21,4,21,9,20,11,8,2,8,12,8,12
28,12,2,15,1,53,25,750,3500,90,9,0,0,41,4,35,0,66,5,6,2,101,5,2,0,4,6,4,6,11,5,11,8,21,9,21,5,20,9,8,4,8,12,8,12
28,13,2,15,1,74,27,1250,5500,110,11,0,0,41,5,45,0,102,6,20,0,115,5,5,0,4,12,4,12,6,12,6,12,21,12,21,12,20,12,1,12,0,12,10,12
28,14,2,15,2,88,30,1500,32000,2500,15,0,0,58,6,50,0,40,7,25,0,101,5,3,0,4,12,4,12,6,12,6,12,21,12,21,12,20,12,1,12,0,12,10,12
28,15,2,15,2,99,40,2300,32000,3200,15,0,0,58,7,210,0,67,8,45,2,115,7,25,0,4,12,4,12,6,12,6,12,21,12,21,12,20,12,1,12,0,12,10,12
29,1,2,2,1,15,5,10,35,0,1,8,10,57,1,1,0,101,2,0,0,115,3,0,0,7,1,8,1,20,1,7,1,7,2,7,2,7,1,7,1,11,1,11,1
29,2,2,3,1,17,6,16,55,1,1,8,10,65,1,1,0,115,2,1,0,101,3,0,0,7,1,15,2,12,2,7,2,7,2,11,1,11,1,11,1,11,1,11,1
29,3,2,3,1,19,9,24,110,2,1,8,10,57,1,2,0,115,2,2,0,65,3,0,0,7,2,7,2,7,2,7,2,7,2,11,2,11,2,11,2,11,2,11,2
29,4,2,3,1,21,12,40,150,5,2,8,9,39,1,2,0,57,2,2,0,66,3,1,0,7,2,7,3,7,3,11,3,11,3,11,3,21,1,21,1,20,1,20,1
29,5,2,4,1,22,14,60,190,6,2,7,9,83,1,2,0,66,2,3,0,102,0,1,0,4,2,4,2,4,2,11,3,11,3,11,3,21,1,21,1,20,1,20,1
29,6,2,4,1,24,16,90,230,7,2,7,9,40,1,3,0,102,2,4,0,115,0,2,0,4,2,4,2,11,2,11,4,11,4,21,2,20,2,20,2,8,3,8,3
29,7,2,4,1,27,19,120,450,9,3,7,8,40,1,3,0,66,2,4,0,101,0,2,0,4,3,4,3,6,2,6,2,6,4,21,2,20,2,20,2,8,3,8,3
29,8,2,5,1,30,20,160,550,15,4,7,8,66,1,4,0,102,2,5,0,115,3,3,0,4,3,4,3,6,2,6,2,21,3,20,3,8,4,8,4,10,2,6,2
29,9,2,5,1,33,21,200,1200,20,4,6,8,66,1,4,0,57,2,5,0,115,4,3,0,4,4,4,4,6,3,6,3,21,3,20,3,8,5,8,5,10,3,6,3
29,10,2,5,1,36,22,300,1500,30,4,6,7,67,1,4,0,102,2,6,0,101,4,4,0,4,4,4,4,6,3,6,3,21,4,20,4,8,5,8,5,10,4,9,2
29,11,2,6,1,39,23,425,2222,50,5,6,7,67,1,5,0,40,2,6,0,115,5,4,0,4,4,4,4,6,4,6,3,21,5,20,4,1,4,1,4,10,5,9,3
29,12,2,15,1,45,24,600,4500,50,5,6,7,41,255,5,0,66,2,7,0,101,5,5,0,4,5,6,5,21,4,20,5,1,5,10,6,9,7,3,4,15,8,0,7
29,13,2,15,2,66,26,1500,10000,60,6,5,6,41,255,6,0,102,2,8,0,115,6,5,0,4,5,6,6,21,4,20,5,1,6,10,6,9,8,3,4,15,9,0,8
29,14,2,15,2,80,30,3000,32000,200,7,5,6,58,255,10,0,40,3,9,0,101,6,6,0,4,5,6,7,21,5,20,6,1,7,10,7,9,9,3,4,15,10,0,9
29,15,2,15,2,99,35,3200,32000,1200,8,5,6,58,255,22,0,67,3,10,0,115,254,35,0,4,6,6,8,21,5,20,6,1,8,10,7,9,10,3,5,15,10,0,10
30,1,2,4,1,20,8,8,35,1,3,5,7,102,0,0,0,65,3,0,0,101,0,0,0,20,1,12,1,12,1,12,1,15,1,15,1,8,1,8,1,7,1,7,1
30,2,2,4,1,21,9,14,50,2,3,5,7,102,0,1,0,40,3,0,0,101,2,0,0,20,1,12,1,12,1,12,1,15,1,15,1,8,2,8,2,6,2,11,2
30,3,2,5,1,22,10,24,75,3,3,5,7,102,0,1,0,57,3,0,0,115,2,0,0,20,2,12,2,12,2,12,2,15,2,15,2,8,2,8,2,6,2,11,2
30,4,2,5,1,23,11,36,100,4,4,4,6,102,0,2,0,39,3,0,0,115,2,0,0,20,2,12,2,12,2,12,2,15,2,15,2,8,3,8,2,6,2,11,3
30,5,2,5,1,25,11,48,120,4,4,4,6,102,0,2,0,83,3,0,0,57,2,1,0,20,3,12,3,8,2,8,2,15,3,7,2,8,4,8,3,6,2,11,3
30,6,2,6,1,29,12,63,150,5,5,4,6,102,0,3,0,66,3,0,0,57,2,1,0,20,4,12,4,8,2,8,2,15,3,7,2,8,5,8,3,6,3,11,4
30,7,2,6,1,34,12,85,190,6,5,4,5,102,0,3,0,67,3,0,0,40,2,1,0,20,5,12,5,8,3,8,3,15,4,7,3,8,6,8,4,6,3,11,4
30,8,2,6,1,40,13,125,225,8,5,3,5,103,0,4,0,67,3,1,2,40,2,1,0,20,6,12,6,8,3,8,3,15,4,7,5,8,7,8,4,6,3,11,5
30,9,2,7,1,46,13,160,260,10,6,3,5,103,0,5,0,41,3,1,0,66,2,1,0,21,6,8,4,8,4,7,7,7,7,7,7,8,8,8,5,6,3,11,5
30,10,2,7,1,52,14,280,320,12,6,3,4,103,0,6,0,41,3,2,0,66,2,2,0,21,6,8,4,8,4,7,8,7,8,20,8,8,9,8,5,6,4,11,6
30,11,2,12,1,58,15,360,400,14,7,3,4,103,255,8,0,58,3,2,0,41,2,2,0,21,7,8,5,8,5,7,9,7,9,20,9,8,10,8,6,6,5,11,7
30,12,2,11,1,64,16,550,500,175,10,2,4,103,255,10,0,58,3,3,0,41,2,2,0,21,7,3,5,7,12,20,10,1,5,1,5,8,12,8,6,6,6,11,8
30,13,2,15,1,70,17,1700,15000,900,12,2,3,103,255,12,0,42,3,3,0,67,2,3,0,21,8,3,6,7,12,20,10,1,6,1,6,8,12,8,7,6,7,11,9
30,14,2,15,2,78,21,3000,30000,3000,12,2,3,103,255,14,0,42,3,3,0,67,2,3,2,21,8,3,7,7,12,20,11,1,7,9,6,8,12,8,7,6,8,11,10
30,15,2,15,2,84,20,3200,32000,3200,15,2,3,103,255,16,0,42,3,4,0,67,2,3,2,21,9,3,8,7,12,20,11,1,8,9,7,8,12,8,8,6,9,11,10
31,1,2,4,1,14,8,9,30,1,3,6,8,102,1,0,0,65,0,2,0,101,3,0,0,16,1,12,7,7,1,8,1,12,2,12,1,12,1,12,1,20,1,12,1
31,2,2,4,1,15,9,18,45,2,3,6,8,102,1,1,0,40,0,3,0,57,3,5,0,16,2,12,7,7,2,8,2,10,1,9,1,19,1,21,2,20,1,8,1
