Map,MapIndex,NameSingle,NamePlural,?,Count,Adds,?,?,?,RewardXP,RewardGold,?,?,?,?,?,?,HP,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
16,12,Banshee,Banshees,0,3,3,40,0,10,225,225,7,5,1,50,18,80,500,9,6,3,7,42,255,10,2,42,2,5,0,42,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,13,Banshee,Banshees,1,2,3,40,0,10,225,225,7,5,1,50,18,80,500,9,6,3,7,42,255,10,2,42,2,5,0,42,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,14,Banshee,Banshees,0,2,2,30,0,10,225,250,7,6,1,55,19,100,600,11,7,3,6,42,255,12,2,42,2,6,0,42,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,15,Banshee,Banshees,1,1,2,30,0,10,225,250,7,6,1,55,19,100,600,11,7,3,6,42,255,12,2,42,2,6,0,42,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,16,Banshee,Banshees,0,2,0,20,0,10,225,280,7,7,1,60,20,120,800,12,8,0,6,42,255,15,2,42,3,8,0,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,17,Banshee,Banshees,0,1,1,20,0,10,225,280,7,7,1,60,20,120,800,12,8,0,6,42,255,15,2,42,3,8,0,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,18,Nightmare,Nightmares,1,3,2,30,0,25,260,425,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
16,19,Nightmare,Nightmares,2,2,3,30,0,25,260,425,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
16,20,Nightmare,Nightmares,0,1,3,20,0,25,260,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
16,21,Nightmare,Nightmares,1,1,2,20,0,25,260,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
16,22,Nightmare,Nightmares,0,1,1,15,0,25,260,475,7,3,1,22,15,25,250,0,2,2,6,1,0,0,0,1,0,1,0,1,0,2,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,23,Nightmare,Nightmares,0,2,0,15,0,25,260,475,7,3,1,22,15,25,250,0,2,2,6,1,0,0,0,1,0,1,0,1,0,2,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,24,Incubus,Incubi,1,3,2,40,35,30,200,185,1,6,1,45,18,400,600,40,10,0,1,2,0,10,0,2,0,6,0,2,1,4,0,1,6,1,8,4,5,4,6,0,5,6,10,8,11,3,7,20,5,9,6
16,25,Incubus,Incubi,0,2,2,40,35,30,200,210,1,6,1,47,19,460,700,60,11,0,1,2,1,12,0,2,1,7,0,2,2,5,0,1,7,1,9,4,6,4,7,0,5,6,10,8,12,3,7,20,6,9,7
16,26,Phantasm,Phantasms,1,3,1,75,30,30,275,400,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
16,27,Pincer Cobra,Pincer Cobras,1,3,3,40,0,0,190,215,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
16,28,Pincer Cobra,Pincer Cobras,0,3,2,20,0,0,190,240,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
16,29,Deinon,Deinons,0,5,1,50,0,0,150,200,4,7,1,65,20,80,500,12,4,0,2,42,4,6,0,3,1,12,0,20,254,30,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,30,Saurion,Saurions,0,2,2,80,20,50,275,225,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
16,31,Saurion,Saurions,0,2,1,80,20,50,275,225,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
16,32,Saurion,Saurions,1,1,1,80,20,50,275,250,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
16,33,Cantankerous Human Wizard,Cantankerous Human Wizards,2,2,1,150,50,25,300,200,2,2,1,18,7,4,32,0,3,6,10,65,2,1,0,101,3,0,0,8,1,1,0,12,1,12,1,12,1,12,1,12,1,12,1,8,1,8,1,8,1,7,3
16,34,Ferocious Orc Barbarian,Ferocious Orc Barbarians,2,3,2,100,10,25,300,225,11,3,1,20,10,21,70,2,1,4,9,10,0,1,0,10,255,2,0,10,1,255,0,8,1,8,1,8,1,8,1,8,1,8,1,11,1,11,1,11,1,11,1
16,35,Ornery Halfling Thief,Ornery Halfling Thieves,2,3,3,140,18,25,275,190,2,5,1,25,11,40,120,4,4,6,7,102,3,2,0,83,1,3,0,57,3,1,0,12,3,12,3,12,3,12,3,8,4,8,3,8,3,8,3,8,3,8,3
16,36,Hardy Halfling Cleric,Hardy Halfling Cleric,1,2,1,180,35,25,360,240,2,5,1,30,12,40,145,3,6,6,10,40,3,2,0,66,1,4,0,101,0,6,0,21,5,21,5,7,4,11,4,15,5,19,1,8,4,8,4,6,5,3,2
16,37,Blue Troll Knight,Blue Troll Knights,1,2,2,150,10,25,320,220,2,3,1,26,13,42,250,10,3,5,7,40,0,2,0,115,1,1,0,102,3,0,0,20,2,20,2,20,2,20,2,20,2,20,2,20,2,20,2,20,2,20,2
16,38,Sly Elf Ranger,Sly Elf Rangers,1,2,2,140,15,25,330,190,2,4,1,43,14,90,300,3,4,6,7,66,2,4,2,102,0,4,0,8,4,3,0,7,5,12,5,7,5,7,5,11,7,11,5,11,7,11,7,21,5,21,5
16,39,Black Dwarf Knight,Black Dwarf Knights,1,2,2,150,10,25,325,220,2,3,1,21,10,10,45,0,3,5,10,65,1,0,0,57,2,0,0,8,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,0,Ornery Dwarf Thief,Ornery Dwarf Thieves,1,4,2,90,15,30,270,110,2,6,1,40,14,110,145,8,6,6,8,66,1,6,0,57,2,5,0,115,4,3,0,4,4,4,4,6,3,6,3,21,3,20,3,8,5,8,5,10,3,6,3
17,1,Ornery Human Thief,Ornery Human Thieves,1,5,2,90,15,30,270,110,2,6,1,45,17,320,600,6,7,3,4,41,255,10,0,66,3,6,2,101,5,2,0,4,4,4,5,11,5,11,5,21,5,21,5,20,2,8,4,8,4,8,4
17,2,Ornery Halfling Thief,Ornery Halfling Thieves,1,4,2,90,15,30,270,110,2,5,1,22,10,18,75,3,3,6,8,102,2,2,0,57,0,3,0,115,3,0,0,12,1,12,1,12,1,12,1,12,1,12,1,8,2,8,2,8,2,8,2
17,3,Ornery Gnome Thief,Ornery Gnome Thieves,1,3,1,90,15,30,270,110,2,5,1,25,14,38,200,4,3,4,6,102,0,3,0,66,3,0,0,57,2,1,0,12,4,12,4,8,2,8,2,15,3,7,2,8,3,8,3,6,3,11,4
17,4,Ornery Dwarf Thief,Ornery Dwarf Thieves,1,3,1,110,18,30,300,130,2,6,1,45,15,150,180,8,7,6,7,67,1,6,0,102,2,6,0,101,4,4,0,4,4,4,4,6,3,6,3,21,4,20,4,8,5,8,5,10,4,9,2
17,5,Ornery Human Thief,Ornery Human Thieves,1,2,2,110,18,30,300,130,2,7,1,50,18,360,720,8,7,2,3,41,255,15,0,102,1,8,0,115,5,5,0,4,6,4,7,4,5,6,5,6,5,21,6,20,6,8,6,8,6,10,4
17,6,Ornery Halfling Thief,Ornery Halfling Thieves,1,3,1,110,18,30,300,130,2,5,1,23,11,28,100,4,4,6,7,102,2,2,0,39,0,3,0,115,3,1,0,12,2,12,2,12,2,12,2,8,2,8,2,8,2,8,2,8,2,8,2
17,7,Ornery Gnome Thief,Ornery Gnome Thieves,1,2,2,110,18,30,300,130,2,5,1,27,14,48,250,5,4,4,5,102,0,3,0,67,3,0,0,40,2,1,0,12,5,12,5,8,3,8,3,15,4,7,3,8,4,8,4,6,3,11,4
17,8,Ornery Dwarf Thief,Ornery Dwarf Thieves,2,1,1,140,10,25,400,140,2,7,1,50,16,200,265,10,7,6,7,67,1,8,0,40,2,6,0,115,5,4,0,4,4,4,4,6,4,6,3,21,5,20,4,1,4,1,4,10,5,9,3
17,9,Ornery Human Thief,Ornery Human Thieves,2,2,0,140,10,25,400,140,2,7,1,55,19,400,850,8,8,2,3,58,255,25,0,40,1,10,0,101,5,3,0,4,7,4,8,6,5,6,7,21,7,21,8,20,8,1,6,0,6,10,5
17,10,Ornery Halfling Thief,Ornery Halfling Thieves,2,2,1,140,10,25,400,140,2,5,1,25,11,40,120,4,4,6,7,102,3,2,0,83,1,3,0,57,3,1,0,12,3,12,3,12,3,12,3,8,4,8,3,8,3,8,3,8,3,8,3
17,11,Ornery Gnome Thief,Ornery Gnome Thieves,2,1,2,140,10,25,400,140,2,5,1,31,15,58,310,6,5,3,5,103,0,4,0,67,3,1,2,40,2,1,0,12,6,12,6,8,3,8,3,15,4,7,5,8,4,8,4,6,3,11,5
17,12,Skeletal Ranger,Skeletal Rangers,2,6,2,15,0,12,220,140,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,13,Skeletal Ranger,Skeletal Rangers,0,5,2,18,0,12,225,140,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,14,Skeletal Ranger,Skeletal Rangers,0,4,3,18,0,12,225,140,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,15,Skeletal Ranger,Skeletal Rangers,0,3,3,25,0,12,230,140,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,16,Banshee,Banshees,0,2,4,25,0,0,290,160,7,6,1,55,19,100,600,11,7,3,6,42,255,12,2,42,2,6,0,42,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,17,Banshee,Banshees,0,3,2,15,0,0,300,160,7,7,1,60,20,120,800,12,8,0,6,42,255,15,2,42,3,8,0,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,18,Phantasm,Phantasms,0,2,2,90,50,0,300,160,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
17,19,Phantasm,Phantasms,1,3,2,75,45,0,300,160,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
17,20,Ice Lion,Ice Lions,0,2,3,25,0,0,240,175,3,6,2,74,24,500,1200,15,4,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
17,21,Ice Lion,Ice Lions,1,3,2,25,0,0,245,175,3,6,2,74,24,500,1200,15,4,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
17,22,Polar Bear,Polar Bears,2,2,3,60,0,0,275,175,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
17,23,Polar Bear,Polar Bears,1,2,2,40,0,0,290,200,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
17,24,Lamprey,Lampreys,1,1,3,20,0,0,230,130,5,7,1,48,22,260,500,12,3,0,2,2,6,8,0,13,1,20,0,14,0,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,25,Black Widow,Black Widows,1,3,2,20,0,0,210,120,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
17,26,Spinorpion,Spinorpions,1,2,3,20,0,0,300,225,5,4,1,24,11,30,60,4,1,3,5,2,2,2,0,13,4,254,1,2,1,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,27,Ghost,Ghosts,1,4,2,50,0,20,250,60,7,3,1,39,15,47,250,6,4,3,8,40,0,7,0,40,2,5,0,40,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,28,Ghoul,Ghouls,1,2,4,50,0,0,150,300,6,3,1,1,120,0,75,0,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,2,8,2,8,3,8,3,11,2,11,2,3,3,3,2,9,1
17,29,Giant,Giants,1,2,1,100,0,25,240,160,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
17,30,Nightmare,Nightmares,1,1,3,40,0,0,180,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
17,31,Minotaur,Minotaurs,1,2,2,45,0,10,160,450,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,32,Lizardite,Lizardites,1,3,1,40,0,20,170,115,8,7,1,45,21,500,3000,150,13,0,2,2,255,16,0,42,1,8,0,42,4,6,0,6,10,1,8,4,6,4,8,3,7,1,8,9,8,2,5,0,7,20,5
17,33,Cockatrice,Cockatrices,1,2,0,40,35,0,180,175,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,34,Incubus,Incubi,1,2,1,40,45,30,190,185,1,6,1,45,18,400,600,40,10,0,1,2,0,10,0,2,0,6,0,2,1,4,0,1,6,1,8,4,5,4,6,0,5,6,10,8,11,3,7,20,5,9,6
17,35,Hell Wolf,Hell Wolves,0,2,1,35,35,0,100,340,3,4,1,32,14,100,60,20,4,2,6,1,4,254,0,2,3,2,0,9,0,5,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,36,Dragon,Dragons,1,1,0,0,45,45,500,4500,10,5,1,31,18,120,600,7,4,2,4,103,255,10,0,103,0,8,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,37,Cantankerous Human Wizard,Cantankerous Human Wizards,0,1,1,150,30,25,380,200,2,2,1,18,7,4,32,0,3,6,10,65,2,1,0,101,3,0,0,8,1,1,0,12,1,12,1,12,1,12,1,12,1,12,1,8,1,8,1,8,1,7,3
17,38,Cantankerous Dwarf Wizard,Cantankerous Dwarf Wizards,0,1,1,150,30,25,380,200,2,7,2,64,17,130,491,11,8,4,7,41,2,10,0,8,0,20,2,116,3,7,0,21,6,1,5,1,6,19,6,20,7,3,6,6,8,6,8,8,10,7,12
17,39,Hardy Halfling Cleric,Hardy Halfling Cleric,0,1,1,180,30,25,210,240,2,5,1,30,12,40,145,3,6,6,10,40,3,2,0,66,1,4,0,101,0,6,0,21,5,21,5,7,4,11,4,15,5,19,1,8,4,8,4,6,5,3,2
18,0,Minotaur,Minotaurs,1,2,3,60,0,15,240,400,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,1,Minotaur,Minotaurs,1,2,1,50,0,15,245,425,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,2,Minotaur,Minotaurs,1,2,2,50,0,15,245,425,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,3,Minotaur,Minotaurs,0,1,2,45,0,15,320,450,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,4,Minotaur,Minotaurs,1,1,2,45,0,15,320,450,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,5,Minotaur,Minotaurs,0,1,1,40,0,15,310,475,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,6,Hobgoblin,Hobgoblins,1,3,2,60,10,25,200,125,12,2,1,29,16,52,140,0,3,4,10,92,0,12,0,92,1,8,0,92,2,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,7,Hobgoblin,Hobgoblins,2,3,1,60,10,25,200,125,12,2,1,29,16,52,140,0,3,4,10,92,0,12,0,92,1,8,0,92,2,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,8,Hobgoblin,Hobgoblins,0,3,2,55,10,25,210,130,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,9,Hobgoblin,Hobgoblins,1,4,1,55,10,25,210,130,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,10,Hobgoblin,Hobgoblins,0,3,2,50,15,25,225,140,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,11,Hobgoblin,Hobgoblins,0,2,2,50,15,25,225,140,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,12,Lizardite,Lizardites,1,3,2,50,0,20,210,90,8,7,1,40,20,400,2700,125,12,0,2,2,255,12,0,42,1,6,0,42,4,4,0,6,9,1,7,4,5,4,7,3,6,1,8,9,7,2,4,0,6,20,5
18,13,Lizardite,Lizardites,2,4,1,50,0,20,210,90,8,7,1,40,20,400,2700,125,12,0,2,2,255,12,0,42,1,6,0,42,4,4,0,6,9,1,7,4,5,4,7,3,6,1,8,9,7,2,4,0,6,20,5
18,14,Lizardite,Lizardites,0,3,1,40,0,20,240,115,8,7,1,45,21,500,3000,150,13,0,2,2,255,16,0,42,1,8,0,42,4,6,0,6,10,1,8,4,6,4,8,3,7,1,8,9,8,2,5,0,7,20,5
18,15,Lizardite,Lizardites,1,2,1,40,0,20,240,115,8,7,1,45,21,500,3000,150,13,0,2,2,255,16,0,42,1,8,0,42,4,6,0,6,10,1,8,4,6,4,8,3,7,1,8,9,8,2,5,0,7,20,5
18,16,Lizardite,Lizardites,0,3,2,30,0,20,255,135,8,7,1,50,22,600,3400,175,14,0,2,2,255,18,0,42,1,10,0,42,4,8,0,6,10,1,9,4,7,4,9,3,8,1,9,9,9,2,6,0,8,20,6
18,17,Lizardite,Lizardites,0,2,2,30,0,20,255,135,8,7,1,50,22,600,3400,175,14,0,2,2,255,18,0,42,1,10,0,42,4,8,0,6,10,1,9,4,7,4,9,3,8,1,9,9,9,2,6,0,8,20,6
18,18,Bronze Ogre,Bronze Ogres,1,3,2,21,0,30,175,25,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
18,19,Bronze Ogre,Bronze Ogres,2,4,2,21,0,30,175,25,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
18,20,Bronze Ogre,Bronze Ogres,0,3,1,16,0,30,190,35,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
18,21,Bronze Ogre,Bronze Ogres,1,2,3,16,0,30,190,35,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
18,22,Bronze Ogre,Bronze Ogres,0,3,1,12,0,30,200,50,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
18,23,Bronze Ogre,Bronze Ogres,0,2,2,12,0,30,200,50,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
18,24,Lamprey,Lampreys,0,2,4,12,0,35,180,130,5,7,1,48,22,260,500,12,3,0,2,2,6,8,0,13,1,20,0,14,0,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,25,Black Widow,Black Widows,0,2,2,20,0,35,170,120,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
18,26,Sabertooth Lion,Sabertooth Lions,0,1,3,30,0,0,175,400,3,4,2,18,11,28,90,4,1,4,5,1,2,1,0,2,1,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,27,Hell Wolf,Hell Wolves,0,3,3,35,30,0,200,340,3,5,2,50,18,200,90,40,6,0,4,1,2,8,0,2,4,3,0,2,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,28,Pincer Cobra,Pincer Cobras,1,3,3,30,0,50,180,215,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
18,29,Pincer Cobra,Pincer Cobras,0,2,3,20,0,50,260,225,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
18,30,Wyvern,Wyverns,0,1,2,70,35,50,500,750,10,6,1,36,19,160,800,8,5,0,3,42,255,20,0,42,0,8,0,12,4,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,31,Sly Troll Ranger,Sly Troll Rangers,0,2,2,110,15,25,340,160,2,3,1,24,9,26,62,1,2,7,7,39,0,2,0,57,2,1,0,66,1,2,0,15,3,12,3,7,3,7,3,7,3,7,3,7,3,7,3,8,3,11,3
18,32,Sly Elf Ranger,Sly Elf Rangers,1,3,4,140,15,25,200,130,2,3,1,31,12,53,220,2,4,7,8,40,1,3,0,102,0,3,0,8,3,2,0,7,3,12,3,7,3,7,3,8,2,11,3,11,4,11,4,11,4,11,4
18,33,Ornery Human Thief,Ornery Human Thieves,0,3,2,150,20,25,220,100,2,7,1,50,18,360,720,8,7,2,3,41,255,15,0,102,1,8,0,115,5,5,0,4,6,4,7,4,5,6,5,6,5,21,6,20,6,8,6,8,6,10,4
18,34,Blue Troll Knight,Blue Troll Knights,0,2,2,150,10,25,290,225,2,3,1,26,13,42,250,10,3,5,7,40,0,2,0,115,1,1,0,102,3,0,0,20,2,20,2,20,2,20,2,20,2,20,2,20,2,20,2,20,2,20,2
18,35,Black Dwarf Knight,Black Dwarf Knights,0,1,3,150,10,25,290,225,2,3,1,21,10,10,45,0,3,5,10,65,1,0,0,57,2,0,0,8,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,36,Hardy Halfling Cleric,Hardy Halfling Cleric,1,2,1,180,40,25,310,240,2,5,1,30,12,40,145,3,6,6,10,40,3,2,0,66,1,4,0,101,0,6,0,21,5,21,5,7,4,11,4,15,5,19,1,8,4,8,4,6,5,3,2
18,37,Ferocious Human Barbarian,Ferocious Human Barbarians,0,1,1,240,5,25,400,325,11,3,1,28,13,50,100,6,2,7,8,40,1,0,0,102,3,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,38,Ferocious Orc Barbarian,Ferocious Orc Barbarians,0,1,1,240,5,25,400,325,11,3,1,30,12,30,90,2,2,3,9,10,0,3,0,10,1,0,0,10,3,1,0,8,4,8,4,8,4,8,4,8,4,8,4,11,4,11,4,11,4,11,4
18,39,Cantankerous Gremlin Wizard,Cantankerous Gremlin Wizards,0,1,1,19,60,25,450,400,2,7,1,35,12,60,205,5,8,7,7,40,5,1,0,102,0,5,0,65,1,6,0,21,4,8,6,10,4,1,2,8,5,20,2,19,2,6,4,8,4,11,4
19,0,Raptor,Raptors,0,2,1,20,0,0,20,50,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,1,Raptor,Raptors,1,2,1,20,0,0,30,60,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,2,Raptor,Raptors,0,1,2,20,0,0,40,70,4,6,1,36,16,40,200,8,3,2,4,2,3,2,0,3,1,8,0,20,254,20,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,3,Raptor,Raptors,0,2,1,20,0,0,20,50,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,4,Raptor,Raptors,1,1,1,20,0,0,30,60,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
