Map,MapIndex,NameSingle,NamePlural,a0,Count,Adds,a1,PAR,MAR,XP,Gold,b0,b1,b2,Str,Def,Dex,HP,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,sp0,sl0,sp1,sl1,sp2,sl2,sp3,sl3,sp4,sl4,sp5,sl5,sp6,sl6,sp7,sl7,sp8,sl8,sp9,sl9
16,39,Black Dwarf Knight,Black Dwarf Knights,1,2,2,150,10,25,325,220,2,5,1,36,15,140,430,6,5,3,5,67,2,7,0,102,3,4,0,101,4,1,0,7,7,7,7,7,7,11,4,11,4,11,4,21,3,21,3,20,1,20,1
17,0,Ornery Dwarf Thief,Ornery Dwarf Thieves,1,4,2,90,15,30,270,110,2,4,1,32,13,36,225,7,5,4,7,40,3,3,0,66,3,4,0,116,1,4,0,21,4,21,4,1,1,1,1,8,5,19,2,20,1,11,5,6,2,6,3
17,1,Ornery Human Thief,Ornery Human Thieves,1,5,2,90,15,30,270,110,2,5,1,30,12,40,145,3,6,6,10,40,3,2,0,66,1,4,0,101,0,6,0,21,5,21,5,7,4,11,4,15,5,19,1,8,4,8,4,6,5,3,2
17,2,Ornery Halfling Thief,Ornery Halfling Thieves,1,4,2,90,15,30,270,110,2,6,1,29,11,55,145,3,9,10,11,40,2,4,0,66,0,7,0,101,4,2,0,21,4,1,3,8,6,19,2,20,1,6,4,7,6,8,5,8,5,11,4
17,3,Ornery Gnome Thief,Ornery Gnome Thieves,1,3,1,90,15,30,270,110,2,4,1,34,12,45,201,6,6,5,8,40,2,6,0,66,3,4,0,101,1,3,0,12,4,8,3,8,3,8,3,19,2,20,2,6,5,6,5,8,5,7,10
17,4,Ornery Dwarf Thief,Ornery Dwarf Thieves,1,3,1,110,18,30,300,130,2,4,1,36,14,44,275,7,5,4,6,102,3,4,0,102,3,5,0,65,1,4,0,21,4,21,4,1,2,1,2,8,6,19,2,20,1,11,6,6,3,6,4
17,5,Ornery Human Thief,Ornery Human Thieves,1,2,2,110,18,30,300,130,2,5,1,34,13,50,185,4,7,6,9,102,3,3,0,102,1,4,0,65,0,6,0,21,5,1,3,7,5,11,5,19,2,20,1,8,5,8,5,6,5,3,2
17,6,Ornery Halfling Thief,Ornery Halfling Thieves,1,3,1,110,18,30,300,130,2,6,1,33,12,67,185,4,9,10,10,102,2,4,0,102,0,8,0,65,4,2,0,21,4,1,4,8,7,19,2,20,2,6,4,7,6,8,6,8,6,11,5
17,7,Ornery Gnome Thief,Ornery Gnome Thieves,1,2,2,110,18,30,300,130,2,5,1,39,13,56,248,7,6,5,8,102,2,7,0,102,3,4,0,65,1,4,0,21,4,8,4,8,4,8,4,19,3,20,3,6,6,6,6,8,6,7,12
17,8,Ornery Dwarf Thief,Ornery Dwarf Thieves,2,1,1,140,10,25,400,140,2,5,1,40,15,60,330,7,6,4,6,102,4,4,0,8,255,10,0,40,1,6,0,21,5,1,2,1,3,8,7,0,2,3,1,20,2,11,7,6,4,6,5
17,9,Ornery Human Thief,Ornery Human Thieves,2,2,0,140,10,25,400,140,2,6,1,38,13,65,230,5,7,6,9,102,3,3,0,8,254,10,2,40,1,6,0,21,6,1,4,7,5,11,6,19,2,20,1,8,5,8,6,6,6,3,3
17,10,Ornery Halfling Thief,Ornery Halfling Thieves,2,2,1,140,10,25,400,140,2,7,1,37,13,80,230,5,10,10,10,102,2,4,0,8,255,9,0,40,4,3,0,21,5,1,5,8,8,19,3,20,2,6,4,7,7,8,7,8,7,11,6
17,11,Ornery Gnome Thief,Ornery Gnome Thieves,2,1,2,140,10,25,400,140,2,5,1,45,14,68,300,8,7,5,8,102,2,8,0,8,0,9,0,40,3,4,0,21,4,8,4,8,4,8,4,19,3,20,4,6,6,6,6,8,7,7,12
17,12,Skeletal Ranger,Skeletal Rangers,2,6,2,15,0,12,220,140,7,4,1,45,17,60,400,7,5,3,7,42,0,8,0,42,3,4,0,42,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,13,Skeletal Ranger,Skeletal Rangers,0,5,2,18,0,12,225,140,7,5,1,50,18,80,500,9,6,3,7,42,255,10,2,42,2,5,0,42,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,14,Skeletal Ranger,Skeletal Rangers,0,4,3,18,0,12,225,140,7,5,1,50,18,80,500,9,6,3,7,42,255,10,2,42,2,5,0,42,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,15,Skeletal Ranger,Skeletal Rangers,0,3,3,25,0,12,230,140,7,6,1,55,19,100,600,11,7,3,6,42,255,12,2,42,2,6,0,42,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,16,Banshee,Banshees,0,2,4,25,0,0,290,160,6,5,1,45,18,325,800,18,4,7,6,2,6,2,0,7,4,252,2,2,4,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,17,Banshee,Banshees,0,3,2,15,0,0,300,160,6,5,1,50,19,390,1000,21,5,7,5,2,6,4,0,7,6,254,2,2,6,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,18,Phantasm,Phantasms,0,2,2,90,50,0,300,160,1,5,1,28,16,275,700,60,10,0,2,67,0,7,0,67,1,4,0,67,2,2,0,8,12,6,8,4,5,3,7,9,6,10,7,0,5,6,6,4,4,7,7
17,19,Phantasm,Phantasms,1,3,2,75,45,0,300,160,1,5,1,28,16,275,700,60,10,0,2,67,0,7,0,67,1,4,0,67,2,2,0,8,12,6,8,4,5,3,7,9,6,10,7,0,5,6,6,4,4,7,7
17,20,Ice Lion,Ice Lions,0,2,3,25,0,0,240,175,3,4,1,32,14,100,60,20,4,2,6,1,4,254,0,2,3,2,0,9,0,5,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,21,Ice Lion,Ice Lions,1,3,2,25,0,0,245,175,3,4,1,32,14,100,60,20,4,2,6,1,4,254,0,2,3,2,0,9,0,5,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,22,Polar Bear,Polar Bears,2,2,3,60,0,0,275,175,3,5,1,20,11,100,100,20,2,0,4,1,4,0,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,23,Polar Bear,Polar Bears,1,2,2,40,0,0,290,200,3,5,1,24,12,125,125,25,2,0,4,1,4,1,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,24,Lamprey,Lampreys,1,1,3,20,0,0,230,130,5,6,1,40,16,62,250,24,3,2,5,1,1,12,0,1,2,8,2,1,3,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,25,Black Widow,Black Widows,1,3,2,20,0,0,210,120,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,26,Spinorpion,Spinorpions,1,2,3,20,0,0,300,225,5,5,1,32,17,80,350,9,2,3,4,2,4,2,0,13,1,12,0,14,253,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,27,Ghost,Ghosts,1,4,2,50,0,20,250,60,6,4,1,26,15,80,300,8,3,9,7,2,4,2,0,2,2,4,0,2,255,8,0,6,4,6,6,8,7,7,11,21,5,10,5,4,4,7,11,0,4,9,5
17,28,Ghoul,Ghouls,1,2,4,50,0,0,150,300,7,4,1,45,20,80,500,4,4,0,3,1,3,4,0,1,0,2,1,1,254,19,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,29,Giant,Giants,1,2,1,100,0,25,240,160,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,30,Nightmare,Nightmares,1,1,3,40,0,0,180,450,10,6,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,31,Minotaur,Minotaurs,1,2,2,45,0,10,160,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,32,Lizardite,Lizardites,1,3,1,40,0,20,170,115,11,4,1,40,15,50,200,4,3,2,8,66,255,11,2,102,1,7,0,66,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,33,Cockatrice,Cockatrices,1,2,0,40,35,0,180,175,1,5,1,32,14,285,250,20,7,2,3,6,0,4,4,6,1,2,0,6,2,0,0,15,5,8,9,12,5,6,7,1,5,1,3,10,6,20,5,4,5,9,4
17,34,Incubus,Incubi,1,2,1,40,45,30,190,185,1,4,2,40,14,64,180,14,9,2,3,40,4,3,0,40,2,6,0,40,1,8,0,8,8,8,8,6,6,6,6,1,4,1,4,11,5,11,5,3,5,10,3
17,35,Hell Wolf,Hell Wolves,0,2,1,35,35,0,100,340,3,6,2,40,20,200,175,30,10,0,2,1,5,3,0,2,6,2,0,21,254,20,2,0,4,8,12,3,6,6,6,2,4,10,6,1,4,1,6,20,5,4,5
17,36,Dragon,Dragons,1,1,0,0,45,45,500,4500,9,5,1,28,18,380,800,38,9,0,2,2,5,8,0,3,4,20,0,4,253,50,0,6,9,4,5,1,5,8,11,0,6,3,5,1,4,12,6,11,12,15,8
17,37,Cantankerous Human Wizard,Cantankerous Human Wizards,0,1,1,150,30,25,380,200,1,8,1,29,12,64,226,4,7,5,5,83,0,6,0,40,1,2,0,115,3,1,0,21,5,8,12,6,10,20,3,3,7,1,6,0,3,6,10,4,3,9,8
17,38,Cantankerous Dwarf Wizard,Cantankerous Dwarf Wizards,0,1,1,150,30,25,380,200,1,7,1,38,15,74,226,5,8,8,3,83,4,5,0,40,3,4,0,115,4,2,0,21,5,8,9,1,7,20,6,0,4,1,5,2,3,6,9,4,7,9,3
17,39,Hardy Halfling Cleric,Hardy Halfling Cleric,0,1,1,180,30,25,210,240,1,6,1,40,15,115,220,4,11,9,9,83,0,9,0,102,3,3,0,69,2,5,0,21,4,16,5,20,4,9,4,0,7,8,10,11,12,10,7,4,7,1,5
18,0,Minotaur,Minotaurs,1,2,3,60,0,15,240,400,10,5,1,25,15,50,300,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,1,Minotaur,Minotaurs,1,2,1,50,0,15,245,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,2,Minotaur,Minotaurs,1,2,2,50,0,15,245,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,3,Minotaur,Minotaurs,0,1,2,45,0,15,320,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,4,Minotaur,Minotaurs,1,1,2,45,0,15,320,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,5,Minotaur,Minotaurs,0,1,1,40,0,15,310,475,10,5,1,31,18,120,600,7,4,2,4,103,255,10,0,103,0,8,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,6,Hobgoblin,Hobgoblins,1,3,2,60,10,25,200,125,1,5,1,25,14,40,200,5,4,0,5,58,2,4,0,41,4,0,0,115,0,3,0,8,2,8,2,8,2,8,2,8,3,6,2,6,2,6,2,7,4,20,2
18,7,Hobgoblin,Hobgoblins,2,3,1,60,10,25,200,125,1,5,1,25,14,40,200,5,4,0,5,58,2,4,0,41,4,0,0,115,0,3,0,8,2,8,2,8,2,8,2,8,3,6,2,6,2,6,2,7,4,20,2
18,8,Hobgoblin,Hobgoblins,0,3,2,55,10,25,210,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
18,9,Hobgoblin,Hobgoblins,1,4,1,55,10,25,210,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
18,10,Hobgoblin,Hobgoblins,0,3,2,50,15,25,225,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
18,11,Hobgoblin,Hobgoblins,0,2,2,50,15,25,225,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
18,12,Lizardite,Lizardites,1,3,2,50,0,20,210,90,11,4,1,35,14,40,180,4,3,2,8,66,255,9,0,102,1,6,0,66,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,13,Lizardite,Lizardites,2,4,1,50,0,20,210,90,11,4,1,35,14,40,180,4,3,2,8,66,255,9,0,102,1,6,0,66,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,14,Lizardite,Lizardites,0,3,1,40,0,20,240,115,11,4,1,40,15,50,200,4,3,2,8,66,255,11,2,102,1,7,0,66,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,15,Lizardite,Lizardites,1,2,1,40,0,20,240,115,11,4,1,40,15,50,200,4,3,2,8,66,255,11,2,102,1,7,0,66,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,16,Lizardite,Lizardites,0,3,2,30,0,20,255,135,11,5,1,50,16,60,225,6,4,2,8,66,255,13,0,102,2,8,0,66,4,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,17,Lizardite,Lizardites,0,2,2,30,0,20,255,135,11,5,1,50,16,60,225,6,4,2,8,66,255,13,0,102,2,8,0,66,4,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,18,Bronze Ogre,Bronze Ogres,1,3,2,21,0,30,175,25,11,3,1,24,10,30,60,2,2,5,9,40,1,0,0,115,2,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,19,Bronze Ogre,Bronze Ogres,2,4,2,21,0,30,175,25,11,3,1,24,10,30,60,2,2,5,9,40,1,0,0,115,2,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,20,Bronze Ogre,Bronze Ogres,0,3,1,16,0,30,190,35,11,3,1,26,12,40,80,4,2,6,8,40,1,0,0,57,3,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,21,Bronze Ogre,Bronze Ogres,1,2,3,16,0,30,190,35,11,3,1,26,12,40,80,4,2,6,8,40,1,0,0,57,3,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,22,Bronze Ogre,Bronze Ogres,0,3,1,12,0,30,200,50,11,3,1,28,13,50,100,6,2,7,8,40,1,0,0,102,3,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,23,Bronze Ogre,Bronze Ogres,0,2,2,12,0,30,200,50,11,3,1,28,13,50,100,6,2,7,8,40,1,0,0,102,3,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,24,Lamprey,Lampreys,0,2,4,12,0,35,180,130,5,6,1,40,16,62,250,24,3,2,5,1,1,12,0,1,2,8,2,1,3,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,25,Black Widow,Black Widows,0,2,2,20,0,35,170,120,5,5,1,42,16,80,130,3,4,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,26,Sabertooth Lion,Sabertooth Lions,0,1,3,30,0,0,175,400,3,5,2,60,20,240,120,50,6,0,4,1,2,10,0,2,5,5,0,2,0,10,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,27,Hell Wolf,Hell Wolves,0,3,3,35,30,0,200,340,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
18,28,Pincer Cobra,Pincer Cobras,1,3,3,30,0,50,180,215,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,29,Pincer Cobra,Pincer Cobras,0,2,3,20,0,50,260,225,4,6,1,36,18,90,200,6,2,3,5,3,4,3,0,15,255,254,2,17,0,10,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,30,Wyvern,Wyverns,0,1,2,70,35,50,500,750,9,5,1,32,19,450,1000,45,9,0,2,2,5,8,0,3,4,25,0,4,253,60,0,6,10,4,6,1,6,8,12,0,7,3,6,1,4,12,6,11,12,15,9
18,31,Sly Troll Ranger,Sly Troll Rangers,0,2,2,110,15,25,340,160,2,5,1,37,14,75,290,6,5,5,6,103,0,4,0,41,1,4,0,66,3,1,2,21,5,15,6,0,5,8,5,8,6,11,5,7,4,8,6,3,3,6,5
18,32,Sly Elf Ranger,Sly Elf Rangers,1,3,4,140,15,25,200,130,2,6,1,40,13,90,225,8,5,5,6,103,4,3,0,67,1,6,0,40,3,2,0,21,3,12,4,8,4,8,4,8,7,7,7,7,5,7,4,20,3,20,1
18,33,Ornery Human Thief,Ornery Human Thieves,0,3,2,150,20,25,220,100,2,5,1,34,13,50,185,4,7,6,9,102,3,3,0,102,1,4,0,65,0,6,0,21,5,1,3,7,5,11,5,19,2,20,1,8,5,8,5,6,5,3,2
18,34,Blue Troll Knight,Blue Troll Knights,0,2,2,150,10,25,290,225,2,5,1,51,15,121,210,5,4,5,5,66,0,7,0,102,3,3,0,101,1,5,0,15,6,12,6,7,6,6,6,6,6,6,6,6,6,21,4,1,3,10,4
18,35,Black Dwarf Knight,Black Dwarf Knights,0,1,3,150,10,25,290,225,2,5,1,36,15,140,430,6,5,3,5,67,2,7,0,102,3,4,0,101,4,1,0,7,7,7,7,7,7,11,4,11,4,11,4,21,3,21,3,20,1,20,1
18,36,Hardy Halfling Cleric,Hardy Halfling Cleric,1,2,1,180,40,25,310,240,1,6,1,40,15,115,220,4,11,9,9,83,0,9,0,102,3,3,0,69,2,5,0,21,4,16,5,20,4,9,4,0,7,8,10,11,12,10,7,4,7,1,5
18,37,Ferocious Human Barbarian,Ferocious Human Barbarians,0,1,1,240,5,25,400,325,2,4,1,43,15,275,400,30,4,7,3,41,1,6,0,104,2,2,0,115,4,2,0,20,3,8,9,8,9,8,7,8,8,15,7,15,7,12,6,0,4,21,6
18,38,Ferocious Orc Barbarian,Ferocious Orc Barbarians,0,1,1,240,5,25,400,325,2,4,1,41,17,230,600,50,4,7,4,41,0,4,0,104,1,3,0,115,3,2,2,20,5,20,5,8,3,8,3,7,3,15,6,15,6,15,6,19,3,19,3
18,39,Cantankerous Gremlin Wizard,Cantankerous Gremlin Wizards,0,1,1,19,60,25,450,400,1,6,1,49,14,74,430,10,10,4,3,92,0,12,0,103,3,4,0,115,255,6,0,21,6,8,9,11,12,20,4,3,4,1,7,0,4,6,7,4,5,10,4
19,0,Raptor,Raptors,0,2,1,20,0,0,20,50,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,1,Raptor,Raptors,1,2,1,20,0,0,30,60,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,2,Raptor,Raptors,0,1,2,20,0,0,40,70,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,3,Raptor,Raptors,0,2,1,20,0,0,20,50,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,4,Raptor,Raptors,1,1,1,20,0,0,30,60,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,5,Raptor,Raptors,0,1,0,20,0,0,40,70,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,6,Raptor,Raptors,0,1,3,20,0,0,20,50,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,7,Raptor,Raptors,1,2,2,20,0,0,30,60,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,8,Raptor,Raptors,0,2,2,20,0,0,40,70,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,9,Raptor,Raptors,0,1,2,20,0,0,20,50,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,10,Raptor,Raptors,1,2,1,20,0,0,30,60,4,5,1,20,12,20,60,4,2,3,5,2,2,2,0,3,0,4,0,19,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,11,Raptor,Raptors,0,1,1,20,0,0,40,70,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,12,Dire Wolf,Dire Wolves,0,4,2,24,0,30,15,20,3,4,1,22,12,50,50,12,2,2,4,1,3,2,0,2,4,1,0,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,13,Dire Wolf,Dire Wolves,1,3,2,21,0,30,18,25,3,4,1,22,12,50,50,12,2,2,4,1,3,2,0,2,4,1,0,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,14,Dire Wolf,Dire Wolves,2,3,1,18,0,30,18,25,3,4,1,22,12,50,50,12,2,2,4,1,3,2,0,2,4,1,0,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,15,Dire Wolf,Dire Wolves,0,2,1,15,0,30,21,30,3,4,1,26,15,65,75,15,3,2,4,1,3,3,0,2,4,1,0,2,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,16,Dire Wolf,Dire Wolves,1,1,3,12,0,30,21,30,3,4,1,26,15,65,75,15,3,2,4,1,3,3,0,2,4,1,0,2,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,17,Dire Wolf,Dire Wolves,0,2,2,9,0,30,25,35,3,5,1,33,18,85,100,18,4,2,4,1,4,4,0,2,6,2,0,2,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,18,Dire Wolf,Dire Wolves,1,2,2,24,0,30,15,20,3,4,1,22,12,50,50,12,2,2,4,1,3,2,0,2,4,1,0,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,19,Dire Wolf,Dire Wolves,2,2,1,21,0,30,18,25,3,4,1,22,12,50,50,12,2,2,4,1,3,2,0,2,4,1,0,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,20,Dire Wolf,Dire Wolves,0,1,3,18,0,30,18,25,3,4,1,26,15,65,75,15,3,2,4,1,3,3,0,2,4,1,0,2,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,21,Dire Wolf,Dire Wolves,1,2,2,15,0,30,21,30,3,4,1,26,15,65,75,15,3,2,4,1,3,3,0,2,4,1,0,2,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,22,Dire Wolf,Dire Wolves,2,1,2,12,0,30,21,30,3,4,1,26,15,65,75,15,3,2,4,1,3,3,0,2,4,1,0,2,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,23,Dire Wolf,Dire Wolves,0,1,1,9,0,30,25,35,3,5,1,33,18,85,100,18,4,2,4,1,4,4,0,2,6,2,0,2,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,24,Zombie,Zombies,1,1,2,30,0,30,30,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,25,Zombie,Zombies,2,2,1,30,0,30,30,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,26,Skeletal Warrior,Skeletal Warriors,0,2,1,30,0,30,20,30,7,3,1,26,11,25,150,2,3,3,9,40,0,4,0,40,0,3,0,40,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,27,Skeletal Warrior,Skeletal Warriors,1,1,1,25,0,30,20,30,7,3,1,26,11,25,150,2,3,3,9,40,0,4,0,40,0,3,0,40,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,28,Skeletal Warrior,Skeletal Warriors,2,1,1,20,0,30,20,30,7,3,1,26,11,25,150,2,3,3,9,40,0,4,0,40,0,3,0,40,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,29,Large-Un,Large-Uns,1,2,2,50,0,60,80,85,12,2,1,25,15,32,120,0,2,5,10,92,255,10,0,92,0,6,0,92,1,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,30,Large-Un,Large-Uns,2,3,1,40,0,60,80,85,12,2,1,25,15,32,120,0,2,5,10,92,255,10,0,92,0,6,0,92,1,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
